genome	protein_id	ko	evalue	score	threshold	score_minus_threshold
GCF_027706145.1	WP_270798190.1	K02040	1.4e-75	252.9	55.67	197.23
GCF_027706145.1	WP_270800771.1	K02406	1.6000000000000002e-130	434.4	135.0	299.4
GCF_027706145.1	WP_270802724.1	K02556	1.4999999999999998e-91	305.2	97.97	207.23
GCF_027706145.1	WP_270799530.1	K02557	2.4e-71	239.0	144.87	94.13
GCF_027706145.1	WP_270799164.1	K03407	2.3e-223	741.6	509.2	232.40000000000003
GCF_027706145.1	WP_270799181.1	K03413	1.4e-46	157.3	135.0	22.30000000000001
GCF_027706145.1	WP_270798242.1	K06390	1.8e-130	433.0	217.4	215.6
GCF_027706145.1	WP_270802629.1	K07636	2.1999999999999998e-121	404.0	327.73	76.26999999999998
GCF_027706145.1	WP_172299730.1	K07692	5e-112	371.0	267.17	103.82999999999998
GCF_029691445.1	WP_003155800.1	K00004	2e-140	466.0	376.97	89.02999999999997
GCF_029691445.1	WP_003155322.1	K01077	1.2e-110	368.9	67.97	300.92999999999995
GCF_029691445.1	WP_014304274.1	K01113	1.5000000000000001e-167	557.1	94.03	463.0700000000001
GCF_029691445.1	WP_003154048.1	K01915	1.3000000000000001e-108	362.3	37.7	324.6
GCF_029691445.1	WP_048367181.1	K02013	1.1000000000000001e-110	368.4	226.0	142.39999999999998
GCF_029691445.1	WP_024085782.1	K02015	8.4e-104	346.1	343.37	2.730000000000018
GCF_029691445.1	WP_003151784.1	K02016	1.4999999999999998e-68	229.8	157.77	72.03
GCF_029691445.1	WP_003153040.1	K02036	2e-137	456.0	268.53	187.47000000000003
GCF_029691445.1	WP_032856869.1	K02037	1.3e-97	326.1	260.07	66.03000000000003
GCF_029691445.1	WP_207579558.1	K02038	1.1e-90	302.8	255.13	47.670000000000016
GCF_029691445.1	WP_032856870.1	K02040	8.5e-76	253.7	55.67	198.03
GCF_029691445.1	WP_015387631.1	K02406	8.1e-139	461.8	135.0	326.8
GCF_029691445.1	WP_003152386.1	K02556	5.6e-97	323.1	97.97	225.13
GCF_029691445.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_029691445.1	WP_015388231.1	K03407	1.2e-225	749.2	509.2	240.00000000000009
GCF_029691445.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_029691445.1	WP_024084930.1	K03837	2e-170	564.9	526.93	37.97000000000003
GCF_029691445.1	WP_003153125.1	K06390	9.999999999999999e-131	433.9	217.4	216.5
GCF_029691445.1	WP_014305565.1	K07636	1.2e-125	418.2	327.73	90.46999999999996
GCF_029691445.1	WP_003219701.1	K07692	6.9e-113	373.9	267.17	106.72999999999996
GCF_029691445.1	WP_014306032.1	K19549	2.9999999999999995e-252	834.2	689.47	144.73000000000002
GCF_029691445.1	WP_024085927.1	K19550	1.2e-140	464.7	388.33	76.37
GCF_029691445.1	WP_014306033.1	K19552	5.4e-257	849.9	730.4	119.5
GCF_029691445.1	WP_003151820.1	K23188	3.7e-143	476.0	460.43	15.569999999999991
GCF_029916985.1	WP_003234015.1	K00004	1.5e-141	469.8	376.97	92.82999999999998
GCF_029916985.1	WP_029727068.1	K00372	1.2999999999999999e-279	928.1	909.57	18.529999999999973
GCF_029916985.1	WP_029725845.1	K01077	1.3e-113	378.9	67.97	310.92999999999995
GCF_029916985.1	WP_014475691.1	K01113	1.6e-165	550.5	94.03	456.47
GCF_029916985.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_029916985.1	WP_029727026.1	K02013	2.6e-115	383.7	226.0	157.7
GCF_029916985.1	WP_029725913.1	K02015	1.3e-105	352.2	343.37	8.829999999999984
GCF_029916985.1	WP_015714689.1	K02016	1.7999999999999998e-68	229.6	157.77	71.82999999999998
GCF_029916985.1	WP_014480273.1	K02036	3.8999999999999996e-142	471.7	268.53	203.17
GCF_029916985.1	WP_015714268.1	K02037	1.8e-100	335.6	260.07	75.53000000000003
GCF_029916985.1	WP_003230103.1	K02038	1.9e-94	315.3	255.13	60.170000000000016
GCF_029916985.1	WP_029726710.1	K02040	1.7e-77	259.4	55.67	203.73
GCF_029916985.1	WP_029725988.1	K02406	3.6e-133	443.3	135.0	308.3
GCF_029916985.1	WP_014477672.1	K02556	1.8e-94	315.0	97.97	217.03
GCF_029916985.1	WP_003232473.1	K02557	4.4e-72	241.5	144.87	96.63
GCF_029916985.1	WP_014476817.1	K03407	2.5e-225	748.2	509.2	239.00000000000009
GCF_029916985.1	WP_014476812.1	K03413	5.6e-48	162.1	135.0	27.099999999999994
GCF_029916985.1	WP_015251728.1	K06390	6.3e-132	438.0	217.4	220.6
GCF_029916985.1	WP_113712819.1	K07636	1.4e-125	418.1	327.73	90.37
GCF_029916985.1	WP_003219701.1	K07692	7.5e-113	373.9	267.17	106.72999999999996
GCF_029916985.1	WP_032722710.1	K19549	5.7e-254	840.0	689.47	150.52999999999997
GCF_029916985.1	WP_003244095.1	K19550	4.9e-144	476.0	388.33	87.67000000000002
GCF_029916985.1	WP_119899908.1	K19552	5.2999999999999997e-256	846.8	730.4	116.39999999999998
GCF_029916985.1	WP_010886609.1	K23188	8.5e-142	471.7	460.43	11.269999999999982
GCF_030273385.1	WP_003234015.1	K00004	1.5e-141	469.8	376.97	92.82999999999998
GCF_030273385.1	WP_015715220.1	K00372	3.3e-280	930.1	909.57	20.529999999999973
GCF_030273385.1	WP_015382905.1	K01077	2.9e-113	377.8	67.97	309.83000000000004
GCF_030273385.1	WP_032722881.1	K01113	1.5000000000000001e-165	550.7	94.03	456.6700000000001
GCF_030273385.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_030273385.1	WP_120363342.1	K02013	1.5e-115	384.5	226.0	158.5
GCF_030273385.1	WP_019712959.1	K02015	1.4999999999999999e-105	352.0	343.37	8.629999999999995
GCF_030273385.1	WP_041850549.1	K02016	3.2999999999999995e-69	232.0	157.77	74.22999999999999
GCF_030273385.1	WP_014480273.1	K02036	3.8999999999999996e-142	471.7	268.53	203.17
GCF_030273385.1	WP_015714268.1	K02037	1.9e-100	335.6	260.07	75.53000000000003
GCF_030273385.1	WP_003230103.1	K02038	2e-94	315.3	255.13	60.170000000000016
GCF_030273385.1	WP_029726710.1	K02040	1.7e-77	259.4	55.67	203.73
GCF_030273385.1	WP_003228021.1	K02406	7.600000000000001e-130	432.4	135.0	297.4
GCF_030273385.1	WP_015714528.1	K02556	1.5e-94	315.2	97.97	217.23
GCF_030273385.1	WP_003232473.1	K02557	4.4e-72	241.5	144.87	96.63
GCF_030273385.1	WP_014476817.1	K03407	2.6e-225	748.2	509.2	239.00000000000009
GCF_030273385.1	WP_014476812.1	K03413	5.6e-48	162.1	135.0	27.099999999999994
GCF_030273385.1	WP_015714242.1	K06390	6.7e-132	437.9	217.4	220.5
GCF_030273385.1	WP_015714502.1	K07636	3.2000000000000004e-125	416.9	327.73	89.16999999999996
GCF_030273385.1	WP_003219701.1	K07692	7.6e-113	373.9	267.17	106.72999999999996
GCF_030273385.1	WP_032722710.1	K19549	5.8e-254	840.0	689.47	150.52999999999997
GCF_030273385.1	WP_003227505.1	K19550	5.0999999999999995e-143	472.7	388.33	84.37
GCF_030273385.1	WP_120363548.1	K19552	6.4999999999999995e-257	849.8	730.4	119.39999999999998
GCF_030273385.1	WP_010886609.1	K23188	8.6e-142	471.7	460.43	11.269999999999982
GCF_030292035.1	WP_025092841.1	K00004	2.3e-140	465.8	376.97	88.82999999999998
GCF_030292035.1	WP_185854474.1	K00372	1.5999999999999998e-275	914.4	909.57	4.829999999999927
GCF_030292035.1	WP_286099009.1	K01077	5.2e-106	353.6	67.97	285.63
GCF_030292035.1	WP_024427046.1	K01915	1.8e-108	361.8	37.7	324.1
GCF_030292035.1	WP_286098837.1	K02013	5.5e-116	385.7	226.0	159.7
GCF_030292035.1	WP_286098730.1	K02015	4e-107	356.9	343.37	13.529999999999973
GCF_030292035.1	WP_024426031.1	K02016	3.5999999999999997e-68	228.4	157.77	70.63
GCF_030292035.1	WP_098677419.1	K02036	3.6e-139	461.7	268.53	193.17
GCF_030292035.1	WP_024422994.1	K02037	3.5999999999999997e-96	321.3	260.07	61.23000000000002
GCF_030292035.1	WP_025092964.1	K02038	6.499999999999999e-96	320.0	255.13	64.87
GCF_030292035.1	WP_024422995.1	K02040	1.6e-75	252.7	55.67	197.03
GCF_030292035.1	WP_251180678.1	K02406	6.6e-132	439.0	135.0	304.0
GCF_030292035.1	WP_024424680.1	K02556	1e-92	309.1	97.97	211.13
GCF_030292035.1	WP_024424679.1	K02557	1.0999999999999999e-69	233.4	144.87	88.53
GCF_030292035.1	WP_024424158.1	K03407	4.0000000000000004e-225	747.4	509.2	238.2
GCF_030292035.1	WP_007499584.1	K03413	1.6999999999999998e-47	160.3	135.0	25.30000000000001
GCF_030292035.1	WP_024428002.1	K06390	2.8e-131	435.7	217.4	218.3
GCF_030292035.1	WP_212051498.1	K07636	1.3000000000000001e-123	411.4	327.73	83.66999999999996
GCF_030292035.1	WP_008348273.1	K07692	4.8999999999999997e-113	374.3	267.17	107.13
GCF_030292035.1	WP_008347057.1	K23188	3.3e-140	466.2	460.43	5.769999999999982
GCF_030517005.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_030517005.1	WP_032872794.1	K00372	9.999999999999999e-277	918.4	909.57	8.829999999999927
GCF_030517005.1	WP_032874278.1	K01077	1.3000000000000001e-111	372.1	67.97	304.13
GCF_030517005.1	WP_032872722.1	K01113	1.6e-167	557.0	94.03	462.97
GCF_030517005.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_030517005.1	WP_032874672.1	K02013	4.4000000000000005e-110	366.3	226.0	140.3
GCF_030517005.1	WP_032876563.1	K02015	7.9e-104	346.1	343.37	2.730000000000018
GCF_030517005.1	WP_032876560.1	K02016	3.3e-68	228.6	157.77	70.82999999999998
GCF_030517005.1	WP_032873997.1	K02036	1.5999999999999999e-137	456.3	268.53	187.77000000000004
GCF_030517005.1	WP_007612605.1	K02037	9.8e-98	326.5	260.07	66.43
GCF_030517005.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_030517005.1	WP_007408304.1	K02040	1.1e-76	256.7	55.67	201.03
GCF_030517005.1	WP_032876173.1	K02406	1.7999999999999998e-138	460.6	135.0	325.6
GCF_030517005.1	WP_007408775.1	K02556	1.2999999999999999e-96	321.9	97.97	223.93
GCF_030517005.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_030517005.1	WP_032874918.1	K03407	9.6e-226	749.5	509.2	240.3
GCF_030517005.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_030517005.1	WP_032874043.1	K06390	1.7000000000000002e-130	433.2	217.4	215.8
GCF_030517005.1	WP_032873702.1	K07636	6.5e-126	419.0	327.73	91.26999999999998
GCF_030517005.1	WP_003219701.1	K07692	6.7e-113	373.9	267.17	106.72999999999996
GCF_030517005.1	WP_032875852.1	K19549	4.1e-252	833.7	689.47	144.23000000000002
GCF_030517005.1	WP_007407669.1	K19550	2.1e-141	467.2	388.33	78.87
GCF_030517005.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_030517005.1	WP_012118397.1	K23188	2.7e-143	476.4	460.43	15.96999999999997
GCF_030517045.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_030517045.1	WP_032872794.1	K00372	9.999999999999999e-277	918.4	909.57	8.829999999999927
GCF_030517045.1	WP_032874278.1	K01077	1.3000000000000001e-111	372.1	67.97	304.13
GCF_030517045.1	WP_032872722.1	K01113	1.6e-167	557.0	94.03	462.97
GCF_030517045.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_030517045.1	WP_032874672.1	K02013	4.4000000000000005e-110	366.3	226.0	140.3
GCF_030517045.1	WP_032876563.1	K02015	7.9e-104	346.1	343.37	2.730000000000018
GCF_030517045.1	WP_032876560.1	K02016	3.3e-68	228.6	157.77	70.82999999999998
GCF_030517045.1	WP_032873997.1	K02036	1.5999999999999999e-137	456.3	268.53	187.77000000000004
GCF_030517045.1	WP_007612605.1	K02037	9.8e-98	326.5	260.07	66.43
GCF_030517045.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_030517045.1	WP_007408304.1	K02040	1.1e-76	256.7	55.67	201.03
GCF_030517045.1	WP_032876173.1	K02406	1.7999999999999998e-138	460.6	135.0	325.6
GCF_030517045.1	WP_007408775.1	K02556	1.2999999999999999e-96	321.9	97.97	223.93
GCF_030517045.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_030517045.1	WP_032874918.1	K03407	9.6e-226	749.5	509.2	240.3
GCF_030517045.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_030517045.1	WP_032874043.1	K06390	1.7000000000000002e-130	433.2	217.4	215.8
GCF_030517045.1	WP_032873702.1	K07636	6.5e-126	419.0	327.73	91.26999999999998
GCF_030517045.1	WP_003219701.1	K07692	6.7e-113	373.9	267.17	106.72999999999996
GCF_030517045.1	WP_032875852.1	K19549	4.1e-252	833.7	689.47	144.23000000000002
GCF_030517045.1	WP_007407669.1	K19550	2.1e-141	467.2	388.33	78.87
GCF_030517045.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_030517045.1	WP_012118397.1	K23188	2.7e-143	476.4	460.43	15.96999999999997
GCF_030643845.1	WP_003234015.1	K00004	1.5999999999999998e-141	469.8	376.97	92.82999999999998
GCF_030643845.1	WP_019712387.1	K00372	1.2e-279	928.3	909.57	18.729999999999905
GCF_030643845.1	WP_080287651.1	K01077	3.3e-113	377.6	67.97	309.63
GCF_030643845.1	WP_032722881.1	K01113	1.5000000000000001e-165	550.7	94.03	456.6700000000001
GCF_030643845.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_030643845.1	WP_019712473.1	K02013	7.599999999999999e-116	385.5	226.0	159.5
GCF_030643845.1	WP_015714688.1	K02015	1.3e-105	352.2	343.37	8.829999999999984
GCF_030643845.1	WP_015714689.1	K02016	1.7999999999999998e-68	229.6	157.77	71.82999999999998
GCF_030643845.1	WP_004399074.1	K02036	4.8e-142	471.4	268.53	202.87
GCF_030643845.1	WP_015714268.1	K02037	1.9e-100	335.6	260.07	75.53000000000003
GCF_030643845.1	WP_003230103.1	K02038	2e-94	315.3	255.13	60.170000000000016
GCF_030643845.1	WP_029726710.1	K02040	1.8e-77	259.4	55.67	203.73
GCF_030643845.1	WP_003228021.1	K02406	7.8e-130	432.4	135.0	297.4
GCF_030643845.1	WP_014477672.1	K02556	1.9e-94	315.0	97.97	217.03
GCF_030643845.1	WP_003232473.1	K02557	4.5e-72	241.5	144.87	96.63
GCF_030643845.1	WP_014476817.1	K03407	2.6e-225	748.2	509.2	239.00000000000009
GCF_030643845.1	WP_032722103.1	K06390	4e-132	438.7	217.4	221.3
GCF_030643845.1	WP_032722335.1	K07636	1.8e-125	417.7	327.73	89.96999999999997
GCF_030643845.1	WP_003219701.1	K07692	7.8e-113	373.9	267.17	106.72999999999996
GCF_030643845.1	WP_032722710.1	K19549	5.9e-254	840.0	689.47	150.52999999999997
GCF_030643845.1	WP_003227505.1	K19550	5.2e-143	472.7	388.33	84.37
GCF_030643845.1	WP_003227502.1	K19552	3.7e-257	850.6	730.4	120.20000000000005
GCF_030643845.1	WP_080015536.1	K23188	7.7e-142	471.8	460.43	11.370000000000005
GCF_030717805.1	WP_058014595.1	K00004	7.6e-140	464.1	376.97	87.13
GCF_030717805.1	WP_306011919.1	K01077	4.8000000000000005e-106	353.7	67.97	285.73
GCF_030717805.1	WP_058013910.1	K01915	8.4e-109	362.9	37.7	325.2
GCF_030717805.1	WP_306011500.1	K02013	6.900000000000001e-117	388.7	226.0	162.7
GCF_030717805.1	WP_169055976.1	K02015	4e-107	357.0	343.37	13.629999999999995
GCF_030717805.1	WP_306011181.1	K02016	1.3e-68	229.9	157.77	72.13
GCF_030717805.1	WP_169056981.1	K02036	4.4e-138	458.2	268.53	189.67
GCF_030717805.1	WP_003217329.1	K02037	3.1999999999999997e-96	321.5	260.07	61.43000000000001
GCF_030717805.1	WP_003217489.1	K02038	6.6999999999999996e-96	320.0	255.13	64.87
GCF_030717805.1	WP_034661310.1	K02040	6.200000000000001e-76	254.1	55.67	198.43
GCF_030717805.1	WP_306012016.1	K02406	1.4e-131	437.9	135.0	302.9
GCF_030717805.1	WP_003212085.1	K02556	4.3e-93	310.3	97.97	212.33
GCF_030717805.1	WP_058014151.1	K02557	9.7e-69	230.4	144.87	85.53
GCF_030717805.1	WP_306012137.1	K03407	1.1e-224	746.0	509.2	236.8
GCF_030717805.1	WP_007499584.1	K03413	1.6999999999999998e-47	160.3	135.0	25.30000000000001
GCF_030717805.1	WP_306010862.1	K06390	2.1e-133	442.7	217.4	225.3
GCF_030717805.1	WP_306011035.1	K07636	4.9000000000000005e-124	412.8	327.73	85.07
GCF_030717805.1	WP_008348273.1	K07692	5e-113	374.3	267.17	107.13
GCF_030717805.1	WP_306012283.1	K19549	5e-227	751.1	689.47	61.63
GCF_030717805.1	WP_306011383.1	K19550	6.6e-133	439.4	388.33	51.06999999999999
GCF_030717805.1	WP_003213584.1	K23188	3.6e-140	466.1	460.43	5.670000000000016
GCF_033568485.1	WP_024120423.1	K00004	5.3e-141	468.0	376.97	91.02999999999996
GCF_033568485.1	WP_254518029.1	K00372	5.6e-279	926.0	909.57	16.42999999999995
GCF_033568485.1	WP_095714196.1	K01077	2e-116	388.2	67.97	320.23
GCF_033568485.1	WP_254518012.1	K01113	1.0000000000000001e-163	544.6	94.03	450.5700000000001
GCF_033568485.1	WP_024121509.1	K01915	5.7e-107	357.0	37.7	319.3
GCF_033568485.1	WP_127695384.1	K02013	2.3999999999999998e-113	377.2	226.0	151.2
GCF_033568485.1	WP_106019542.1	K02015	3.9e-106	353.9	343.37	10.529999999999973
GCF_033568485.1	WP_024122808.1	K02016	6.4e-68	227.8	157.77	70.03
GCF_033568485.1	WP_024122064.1	K02036	7e-142	470.8	268.53	202.27000000000004
GCF_033568485.1	WP_024122067.1	K02037	1.4e-100	336.0	260.07	75.93
GCF_033568485.1	WP_024122066.1	K02038	9.5e-94	313.0	255.13	57.870000000000005
GCF_033568485.1	WP_024122068.1	K02040	5.4e-77	257.7	55.67	202.03
GCF_033568485.1	WP_010332058.1	K02406	1.4e-128	428.2	135.0	293.2
GCF_033568485.1	WP_024122512.1	K02556	1.7e-95	318.4	97.97	220.43
GCF_033568485.1	WP_024121173.1	K02557	1.2e-71	240.0	144.87	95.13
GCF_033568485.1	WP_106020713.1	K03407	3.8e-226	750.9	509.2	241.7
GCF_033568485.1	WP_010334256.1	K03413	1.4999999999999998e-47	160.6	135.0	25.599999999999994
GCF_033568485.1	WP_044154635.1	K06390	3.9e-134	445.2	217.4	227.8
GCF_033568485.1	WP_106020250.1	K07636	2.4e-125	417.2	327.73	89.46999999999997
GCF_033568485.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_033568485.1	WP_024123243.1	K19549	3.2e-250	827.6	689.47	138.13
GCF_033568485.1	WP_105954423.1	K19550	4.9e-143	472.7	388.33	84.37
GCF_033568485.1	WP_024123244.1	K19552	2.3e-255	844.6	730.4	114.20000000000005
GCF_033568485.1	WP_081638363.1	K23188	8.4e-142	471.7	460.43	11.269999999999982
GCF_034427495.1	WP_019257652.1	K00004	9.799999999999999e-141	467.1	376.97	90.13
GCF_034427495.1	WP_060397888.1	K00372	5e-279	926.2	909.57	16.629999999999995
GCF_034427495.1	WP_080428964.1	K01077	5.1e-115	383.5	67.97	315.53
GCF_034427495.1	WP_060397859.1	K01113	1.5000000000000002e-164	547.3	94.03	453.27
GCF_034427495.1	WP_003238339.1	K01915	4.6e-107	357.3	37.7	319.6
GCF_034427495.1	WP_060398477.1	K02013	5.4e-115	382.6	226.0	156.60000000000002
GCF_034427495.1	WP_060399463.1	K02015	3.2e-105	350.8	343.37	7.430000000000007
GCF_034427495.1	WP_060399464.1	K02016	6.599999999999999e-69	231.0	157.77	73.22999999999999
GCF_034427495.1	WP_060399032.1	K02036	3.2e-142	471.9	268.53	203.37
GCF_034427495.1	WP_060399034.1	K02037	2.6e-100	335.1	260.07	75.03000000000003
GCF_034427495.1	WP_003237008.1	K02038	1.4e-93	312.5	255.13	57.370000000000005
GCF_034427495.1	WP_003237013.1	K02040	1e-76	256.8	55.67	201.13
GCF_034427495.1	WP_060399591.1	K02406	4e-133	443.2	135.0	308.2
GCF_034427495.1	WP_060400050.1	K02556	1.7e-95	318.4	97.97	220.43
GCF_034427495.1	WP_060398498.1	K02557	4.7e-71	238.1	144.87	93.23
GCF_034427495.1	WP_060398633.1	K03407	9.499999999999999e-226	749.6	509.2	240.40000000000003
GCF_034427495.1	WP_003220882.1	K03413	1.0999999999999999e-47	161.1	135.0	26.099999999999994
GCF_034427495.1	WP_060399006.1	K06390	4.7e-133	441.7	217.4	224.3
GCF_034427495.1	WP_060399261.1	K07636	8e-125	415.5	327.73	87.76999999999998
GCF_034427495.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_034427495.1	WP_060399749.1	K19549	1e-252	835.9	689.47	146.42999999999995
GCF_034427495.1	WP_060399748.1	K19550	4.3e-144	476.2	388.33	87.87
GCF_034427495.1	WP_060399750.1	K19552	2.1e-255	844.8	730.4	114.39999999999998
GCF_034427495.1	WP_075749192.1	K23188	1.5999999999999998e-141	470.7	460.43	10.269999999999982
GCF_035809815.1	WP_268388804.1	K00372	9.4e-278	922.0	909.57	12.42999999999995
GCF_035809815.1	WP_011198101.1	K01077	5.5e-102	340.5	67.97	272.53
GCF_035809815.1	WP_003178586.1	K01113	2e-168	560.2	94.03	466.1700000000001
GCF_035809815.1	WP_003182145.1	K01915	1.4e-108	362.3	37.7	324.6
GCF_035809815.1	WP_073425253.1	K02013	1.4e-95	318.8	226.0	92.8
GCF_035809815.1	WP_003185150.1	K02016	9.100000000000001e-72	240.5	157.77	82.72999999999999
GCF_035809815.1	WP_016885933.1	K02036	1.1e-140	466.9	268.53	198.37
GCF_035809815.1	WP_003183532.1	K02037	1.3e-98	329.6	260.07	69.53000000000003
GCF_035809815.1	WP_003183530.1	K02038	8.399999999999999e-95	316.5	255.13	61.370000000000005
GCF_035809815.1	WP_003183534.1	K02040	3.3e-77	258.5	55.67	202.83
GCF_035809815.1	WP_009329669.1	K02406	4.9e-134	446.2	135.0	311.2
GCF_035809815.1	WP_009329389.1	K02556	2.2e-94	314.7	97.97	216.73
GCF_035809815.1	WP_003181091.1	K02557	2.7000000000000003e-73	245.5	144.87	100.63
GCF_035809815.1	WP_009328508.1	K03407	1e-224	746.2	509.2	237.00000000000009
GCF_035809815.1	WP_003181796.1	K03413	2.3999999999999997e-46	156.7	135.0	21.69999999999999
GCF_035809815.1	WP_003183411.1	K06390	1.4e-130	433.6	217.4	216.2
GCF_035809815.1	WP_003184312.1	K07636	4.1e-124	413.2	327.73	85.46999999999997
GCF_035809815.1	WP_003185730.1	K07692	2.3e-112	372.3	267.17	105.13
GCF_035822295.1	WP_014663040.1	K00004	2.5999999999999998e-141	469.0	376.97	92.02999999999996
GCF_035822295.1	WP_326350499.1	K00372	1.0999999999999999e-278	925.0	909.57	15.42999999999995
GCF_035822295.1	WP_082033066.1	K01077	6.9e-114	379.8	67.97	311.83000000000004
GCF_035822295.1	WP_326350481.1	K01113	6.2e-166	551.9	94.03	457.87
GCF_035822295.1	WP_014664076.1	K01915	2.9e-107	357.9	37.7	320.2
GCF_035822295.1	WP_326350245.1	K02013	6.2e-114	379.1	226.0	153.10000000000002
GCF_035822295.1	WP_326246330.1	K02015	9.5e-107	355.8	343.37	12.430000000000009
GCF_035822295.1	WP_326246329.1	K02016	2.2999999999999998e-69	232.5	157.77	74.72999999999999
GCF_035822295.1	WP_095431699.1	K02036	2e-141	469.3	268.53	200.77000000000004
GCF_035822295.1	WP_040082615.1	K02037	2.1e-99	332.1	260.07	72.03000000000003
GCF_035822295.1	WP_040082617.1	K02038	2.6e-94	314.8	255.13	59.670000000000016
GCF_035822295.1	WP_014664620.1	K02040	3e-77	258.6	55.67	202.93
GCF_035822295.1	WP_069150414.1	K02406	1.9999999999999999e-128	427.6	135.0	292.6
GCF_035822295.1	WP_040082125.1	K02556	3.7e-94	313.9	97.97	215.93
GCF_035822295.1	WP_014663750.1	K02557	7.8e-72	240.7	144.87	95.82999999999998
GCF_035822295.1	WP_326245417.1	K03407	7.2e-226	750.0	509.2	240.8
GCF_035822295.1	WP_014476812.1	K03413	5.3e-48	162.1	135.0	27.099999999999994
GCF_035822295.1	WP_069149854.1	K06390	2e-132	439.5	217.4	222.1
GCF_035822295.1	WP_306645255.1	K07636	3.5000000000000005e-125	416.7	327.73	88.96999999999997
GCF_035822295.1	WP_003219701.1	K07692	7.2e-113	373.9	267.17	106.72999999999996
GCF_035822295.1	WP_326350367.1	K19549	6.9e-253	836.4	689.47	146.92999999999995
GCF_035822295.1	WP_151257546.1	K19550	1.6e-143	474.2	388.33	85.87
GCF_035822295.1	WP_326350368.1	K19552	2.2e-255	844.6	730.4	114.20000000000005
GCF_035822295.1	WP_079288351.1	K23188	1.1999999999999999e-141	471.2	460.43	10.769999999999982
GCF_035822435.1	WP_003234015.1	K00004	1.5e-141	469.8	376.97	92.82999999999998
GCF_035822435.1	WP_088467517.1	K00372	8.8e-281	932.0	909.57	22.42999999999995
GCF_035822435.1	WP_198878818.1	K01077	5.499999999999999e-113	376.9	67.97	308.92999999999995
GCF_035822435.1	WP_046664298.1	K01113	1.5000000000000001e-165	550.7	94.03	456.6700000000001
GCF_035822435.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_035822435.1	WP_198878725.1	K02013	8.799999999999999e-116	385.3	226.0	159.3
GCF_035822435.1	WP_042974729.1	K02015	7.3e-106	353.0	343.37	9.629999999999995
GCF_035822435.1	WP_103030990.1	K02016	1e-68	230.4	157.77	72.63
GCF_035822435.1	WP_198878628.1	K02036	6.9e-142	470.9	268.53	202.37
GCF_035822435.1	WP_015714268.1	K02037	1.9e-100	335.6	260.07	75.53000000000003
GCF_035822435.1	WP_003230103.1	K02038	1.9e-94	315.3	255.13	60.170000000000016
GCF_035822435.1	WP_015714269.1	K02040	1.3e-77	259.8	55.67	204.13
GCF_035822435.1	WP_070547858.1	K02406	3.4000000000000005e-130	433.5	135.0	298.5
GCF_035822435.1	WP_014477672.1	K02556	1.9e-94	315.0	97.97	217.03
GCF_035822435.1	WP_003232473.1	K02557	4.4e-72	241.5	144.87	96.63
GCF_035822435.1	WP_015483230.1	K03407	2.9000000000000004e-225	748.0	509.2	238.8
GCF_035822435.1	WP_014476812.1	K03413	5.6e-48	162.1	135.0	27.099999999999994
GCF_035822435.1	WP_043857806.1	K06390	6.1e-132	438.0	217.4	220.6
GCF_035822435.1	WP_014480538.1	K07636	2.7000000000000003e-125	417.1	327.73	89.37
GCF_035822435.1	WP_003219701.1	K07692	7.6e-113	373.9	267.17	106.72999999999996
GCF_035822435.1	WP_032722710.1	K19549	5.7e-254	840.0	689.47	150.52999999999997
GCF_035822435.1	WP_003244095.1	K19550	5e-144	476.0	388.33	87.67000000000002
GCF_035822435.1	WP_019712823.1	K19552	1.7999999999999998e-256	848.3	730.4	117.89999999999998
GCF_035822435.1	WP_010886609.1	K23188	8.5e-142	471.7	460.43	11.269999999999982
GCF_035985545.1	WP_020450190.1	K00372	1.2e-277	921.7	909.57	12.129999999999995
