Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_036224965.1	Bacillus atrophaeus	Scaffold	current	4039138	22	SAMN33941024	soil	USA		non_saline_candidate	
GCF_036224985.1	Bacillus atrophaeus	Scaffold	current	4089126	14	SAMN33941026	soil	USA		non_saline_candidate	
GCF_036225005.1	Bacillus atrophaeus	Scaffold	current	4131539	17	SAMN33941025	soil	USA		non_saline_candidate	
GCF_036225025.1	Bacillus atrophaeus	Scaffold	current	4189007	20	SAMN33941023	soil	USA		non_saline_candidate	
GCF_036225045.1	Bacillus atrophaeus	Scaffold	current	4239234	25	SAMN33941022	soil	USA		non_saline_candidate	
GCF_036225085.1	Bacillus atrophaeus	Scaffold	current	4155290	24	SAMN33941019	soil	USA		non_saline_candidate	
GCF_036225105.1	Bacillus atrophaeus	Scaffold	current	4145190	18	SAMN33941018	soil	USA		non_saline_candidate	
GCF_036225145.1	Bacillus atrophaeus	Scaffold	current	4223234	18	SAMN33941017	soil	USA		non_saline_candidate	
GCF_036225165.1	Bacillus atrophaeus	Scaffold	current	4369926	39	SAMN33941016	soil	USA		non_saline_candidate	
GCF_037997125.1	Bacillus atrophaeus	Complete Genome	current	4213034	1	SAMN38507101	Tibet Plateau soil	China:Tibet		non_saline_candidate	
GCF_038069635.2	Bacillus anthracis	Complete Genome	current	5200120	1	SAMN40703789	rhizosphere indigenous microbial community of healthy strawberry plants in a strawberry planting greenhouse	China: Tangwang Town, Licheng District, Jinan City, Shandong Province		non_saline_candidate	
GCF_039519175.1	Bacillus atrophaeus	Complete Genome	current	4292910	2	SAMN41078598	Wheat root	China: Henan		non_saline_candidate	
GCF_043190285.1	Bacillus anthracis	Complete Genome	current	5504914	3	SAMN38634753	soil	Austria: Mattighofen		non_saline_candidate	
GCF_043190595.1	Bacillus anthracis	Chromosome	current	5502528	4	SAMN38634752	soil	Austria: Mattighofen		non_saline_candidate	
GCF_043191725.1	Bacillus anthracis	Complete Genome	current	5504998	3	SAMN38634751	soil	Austria: Mattighofen		non_saline_candidate	
GCF_043192435.1	Bacillus anthracis	Chromosome	current	5452505	12	SAMN38634750	soil	Austria: Mattighofen		non_saline_candidate	
GCF_045038045.1	Bacillus anthracis	Complete Genome	current	5504763	3	SAMN37499000	soil	China:Harbin		non_saline_candidate	
GCF_045276185.1	Bacillus atrophaeus	Complete Genome	current	4267134	3	SAMN43222669	Flowering plant	China: Shihezi	cotton	non_saline_candidate	
GCF_045278795.1	Bacillus atrophaeus subsp. globigii	Complete Genome	current	4083597	1	SAMN36965794	rhizosphere	China		non_saline_candidate	
GCF_046221385.1	Bacillus anthracis	Scaffold	current	5457395	80	SAMN43546202	skin and contaminated soil	Ethiopia: Amhara Region, East Gojjam Zone, Goncha siso Enese District, Angot 028 Kebele	Capra hircus	non_saline_candidate	
GCF_050457945.1	Bacillus anthracis	Scaffold	current	5146626	37	SAMN41009378	soil	India: Ganges Delta		non_saline_candidate	
GCF_050465005.1	Bacillus cabrialesii	Scaffold	current	4171389	28	SAMN41009160	soil	USA: Tumonoc Hill, Arizona		non_saline_candidate	
GCF_050574115.1	Bacillus atrophaeus	Complete Genome	current	4155134	1	SAMN48580704	rhizosphere soil	China:Fujian	Pseudostellaria heterophylla	non_saline_candidate	
GCF_051425545.1	Bacillus atrophaeus	Complete Genome	current	4302183	2	SAMN49699283	chernozem soils	Russia: SFedU Botanical Garden		non_saline_candidate	
GCF_052665205.1	Bacillus atrophaeus	Scaffold	current	4170353	13	SAMN47595437	Salicornia europaea	China: Yancheng, Jiangsu province	Plants	non_saline_candidate	
GCF_002196815.1	Bacillus cereus	Scaffold	current	5269088	60	SAMN06640207	paddy soil	China: Nanjing		non_saline_candidate	
GCF_002504205.1	Bacillus cereus	Chromosome	current	5204644	21	SAMN07690117	Cropfield soil	India		non_saline_candidate	
GCF_002550115.1	Bacillus cereus	Scaffold	current	5330431	93	SAMN07598710	plant core	USA: NC		non_saline_candidate	
GCF_002550375.1	Bacillus cereus	Scaffold	current	5943482	139	SAMN07598676	plant core	USA: NC		non_saline_candidate	
GCF_002551855.1	Bacillus cereus	Scaffold	current	5665668	117	SAMN07598696	plant core	USA: NC		non_saline_candidate	
GCF_002552335.1	Bacillus cereus	Scaffold	current	6002298	181	SAMN07598648	root	USA: IA	Soybean	non_saline_candidate	
GCF_002552505.1	Bacillus cereus	Scaffold	current	5705006	97	SAMN07598622	plant core	USA: NC		non_saline_candidate	
GCF_002553345.1	Bacillus cereus	Scaffold	current	5438787	103	SAMN07598599	plant	USA: NC	Oats	non_saline_candidate	
GCF_002555205.1	Bacillus cereus	Scaffold	current	5603960	120	SAMN07597406	Core; Other Plant	USA: NC		non_saline_candidate	
GCF_002557995.1	Bacillus cereus	Scaffold	current	5708655	160	SAMN07597405	plant	USA: NC	Cucumber	non_saline_candidate	
GCF_002558245.1	Bacillus cereus	Scaffold	current	5627559	81	SAMN07597399	plant core	USA: NC		non_saline_candidate	
GCF_002558445.1	Bacillus cereus	Scaffold	current	5714746	79	SAMN07597316	soil	USA: NY		non_saline_candidate	
GCF_002558615.1	Bacillus cereus	Scaffold	current	5599458	107	SAMN07597298	plant	USA: NC		non_saline_candidate	
GCF_002558845.1	Bacillus cereus	Scaffold	current	6227072	68	SAMN07597278	plant core	USA: NC		non_saline_candidate	
GCF_002558955.1	Bacillus cereus	Scaffold	current	4950061	84	SAMN07597267	plant	USA: NC	Tomato	non_saline_candidate	
GCF_002558985.1	Bacillus cereus	Scaffold	current	6036099	145	SAMN07597263	plant	USA: NC	Corn	non_saline_candidate	
GCF_002559715.1	Bacillus cereus	Scaffold	current	5726017	102	SAMN07597616	plant core	USA: NC		non_saline_candidate	
GCF_002560145.1	Bacillus cereus	Scaffold	current	5978089	121	SAMN07597573	root	USA: IA	Corn	non_saline_candidate	
GCF_002560215.1	Bacillus cereus	Scaffold	current	5719021	119	SAMN07597570	plant core	USA: NC		non_saline_candidate	
GCF_002560265.1	Bacillus cereus	Scaffold	current	6051916	137	SAMN07597566	soil	USA: NC		non_saline_candidate	
GCF_002560295.1	Bacillus cereus	Scaffold	current	5856760	161	SAMN07597564	soil	USA: IA		non_saline_candidate	
GCF_002560325.1	Bacillus cereus	Scaffold	current	5183233	64	SAMN07597560	soil	USA: NY		non_saline_candidate	
GCF_002560395.1	Bacillus cereus	Scaffold	current	5688348	62	SAMN07597552	plant core	USA: NC		non_saline_candidate	
GCF_002560475.1	Bacillus cereus	Scaffold	current	5820591	168	SAMN07597547	root	USA: IL	Corn	non_saline_candidate	
GCF_002560615.1	Bacillus cereus	Scaffold	current	6354929	192	SAMN07597536	plant core	USA: NC		non_saline_candidate	
GCF_002561095.1	Bacillus cereus	Scaffold	current	5954170	110	SAMN07597474	soil	USA: NY		non_saline_candidate	
GCF_002561115.1	Bacillus cereus	Scaffold	current	5858068	116	SAMN07597472	plant core	USA: NC		non_saline_candidate	
GCF_002561265.1	Bacillus cereus	Scaffold	current	5831025	167	SAMN07597455	plant core	USA: NC		non_saline_candidate	
GCF_002561295.1	Bacillus cereus	Scaffold	current	4796567	101	SAMN07597453	plant core	USA: NC		non_saline_candidate	
GCF_002561565.1	Bacillus cereus	Scaffold	current	5185484	59	SAMN07597428	soil	USA: NY		non_saline_candidate	
GCF_002561575.1	Bacillus cereus	Scaffold	current	5779325	87	SAMN07597429	plant core	USA: NC		non_saline_candidate	
GCF_002561655.1	Bacillus cereus	Scaffold	current	5787055	102	SAMN07597393	plant	USA: NC	Corn	non_saline_candidate	
GCF_002561965.1	Bacillus cereus	Scaffold	current	5935684	69	SAMN07597438	plant core	USA: NC		non_saline_candidate	
GCF_002562115.1	Bacillus cereus	Scaffold	current	5093814	195	SAMN07597381	soil	USA: NC		non_saline_candidate	
GCF_002562125.1	Bacillus cereus	Scaffold	current	6011774	158	SAMN07597385	soil	USA: NC		non_saline_candidate	
GCF_002562215.1	Bacillus cereus	Scaffold	current	5262315	75	SAMN07597374	plant core	USA: NC		non_saline_candidate	
GCF_002562265.1	Bacillus cereus	Scaffold	current	5895485	118	SAMN07597371	soil	USA: NC		non_saline_candidate	
GCF_002562345.1	Bacillus cereus	Scaffold	current	6017920	118	SAMN07597364	root	USA: MO	Soybean	non_saline_candidate	
GCF_002562575.1	Bacillus cereus	Scaffold	current	5721126	79	SAMN07597346	soil	USA: NY		non_saline_candidate	
GCF_002562735.1	Bacillus cereus	Scaffold	current	5935498	106	SAMN07597336	soil	USA: NC		non_saline_candidate	
GCF_002563235.1	Bacillus cereus	Scaffold	current	5833255	180	SAMN07597502	root	USA: IL	Corn	non_saline_candidate	
GCF_002564355.1	Bacillus cereus	Scaffold	current	5958249	92	SAMN07598573	soil	USA: NC		non_saline_candidate	
GCF_002564555.1	Bacillus cereus	Scaffold	current	4839723	108	SAMN07598561	soil	USA: NC		non_saline_candidate	
GCF_002564605.1	Bacillus cereus	Scaffold	current	5918891	86	SAMN07598548	soil	USA: NY		non_saline_candidate	
GCF_002564695.1	Bacillus cereus	Scaffold	current	6153896	151	SAMN07598518	root	USA: IA	Corn	non_saline_candidate	
GCF_002564885.1	Bacillus cereus	Scaffold	current	6060332	162	SAMN07598461	root	USA: IA	Corn	non_saline_candidate	
GCF_002565025.1	Bacillus cereus	Scaffold	current	5953061	151	SAMN07598442	root	USA: MN	Soybean	non_saline_candidate	
GCF_002565245.1	Bacillus cereus	Scaffold	current	5802422	94	SAMN07598547	plant core	USA: NC		non_saline_candidate	
GCF_002565315.1	Bacillus cereus	Scaffold	current	5769583	96	SAMN07598537	soil	USA: NC		non_saline_candidate	
GCF_002565405.1	Bacillus cereus	Scaffold	current	5920287	78	SAMN07598527	soil	USA: NY		non_saline_candidate	
GCF_002565525.1	Bacillus cereus	Scaffold	current	5540491	65	SAMN07598498	plant core	USA: NC		non_saline_candidate	
GCF_002565575.1	Bacillus cereus	Scaffold	current	5438059	73	SAMN07598485	plant core	USA: NC		non_saline_candidate	
GCF_002565605.1	Bacillus cereus	Scaffold	current	5843836	81	SAMN07598475	plant core	USA: NC		non_saline_candidate	
GCF_002565685.1	Bacillus cereus	Scaffold	current	5748892	102	SAMN07598462	soil	USA: NY		non_saline_candidate	
GCF_002565695.1	Bacillus cereus	Scaffold	current	5839159	135	SAMN07598455	plant core	USA: NC		non_saline_candidate	
GCF_002565765.1	Bacillus cereus	Scaffold	current	5955484	96	SAMN07598437	root	USA: MO	Soybean	non_saline_candidate	
GCF_002565815.1	Bacillus cereus	Scaffold	current	4906498	97	SAMN07598427	soil	USA: NY		non_saline_candidate	
GCF_002565865.1	Bacillus cereus	Scaffold	current	5739226	85	SAMN07598421	soil	USA: NY		non_saline_candidate	
GCF_002565885.1	Bacillus cereus	Scaffold	current	5862557	139	SAMN07598420	soil	USA: NC		non_saline_candidate	
GCF_002566045.1	Bacillus cereus	Scaffold	current	5695936	100	SAMN07598550	plant core	USA: NC		non_saline_candidate	
GCF_002566225.1	Bacillus cereus	Scaffold	current	5724095	103	SAMN07598509	plant core	USA: NC		non_saline_candidate	
GCF_002566595.1	Bacillus cereus	Scaffold	current	6092162	103	SAMN07598432	plant core	USA: NC		non_saline_candidate	
GCF_002567145.1	Bacillus cereus	Scaffold	current	5744381	142	SAMN07598359	soil	USA: NC		non_saline_candidate	
GCF_002567415.1	Bacillus cereus	Scaffold	current	5705753	115	SAMN07598341	plant core	USA: NC		non_saline_candidate	
GCF_002567445.1	Bacillus cereus	Scaffold	current	5734696	102	SAMN07598340	plant core	USA: NC		non_saline_candidate	
GCF_002567495.1	Bacillus cereus	Scaffold	current	5805188	142	SAMN07598336	plant core	USA: NC		non_saline_candidate	
GCF_002567555.1	Bacillus cereus	Scaffold	current	5762690	73	SAMN07598331	plant core	USA: NC		non_saline_candidate	
GCF_002567675.1	Bacillus cereus	Scaffold	current	5980966	79	SAMN07598317	root	USA: IA	Corn	non_saline_candidate	
GCF_002567745.1	Bacillus cereus	Scaffold	current	5779753	102	SAMN07598311	root	USA: MO	Soybean	non_saline_candidate	
GCF_002567985.1	Bacillus cereus	Scaffold	current	5870779	102	SAMN07598279	soil	USA: NC		non_saline_candidate	
GCF_002568135.1	Bacillus cereus	Scaffold	current	5962688	135	SAMN07598251	soil	USA: NY		non_saline_candidate	
GCF_002568455.1	Bacillus cereus	Scaffold	current	5883636	87	SAMN07598293	plant core	USA: NC		non_saline_candidate	
GCF_002569335.1	Bacillus cereus	Scaffold	current	5999991	174	SAMN07598533	Core; Other Plant	USA: NC		non_saline_candidate	
GCF_002570425.1	Bacillus cereus	Scaffold	current	6087148	129	SAMN07598235	plant core	USA: NC		non_saline_candidate	
GCF_002570745.1	Bacillus cereus	Scaffold	current	5663783	67	SAMN07598240	plant core	USA: NC		non_saline_candidate	
GCF_002570845.1	Bacillus cereus	Scaffold	current	5754454	88	SAMN07598218	soil	USA: NC		non_saline_candidate	
GCF_002574175.1	Bacillus cereus	Scaffold	current	5821585	103	SAMN07598166	soil	USA: NY		non_saline_candidate	
GCF_002574635.1	Bacillus cereus	Scaffold	current	5705090	66	SAMN07598110	plant core	USA: NC		non_saline_candidate	
GCF_002574955.1	Bacillus cereus	Scaffold	current	5729747	113	SAMN07598127	plant core	USA: NC		non_saline_candidate	
GCF_002575135.1	Bacillus cereus	Scaffold	current	5795337	148	SAMN07598099	plant	USA: NC	Corn	non_saline_candidate	
GCF_002575275.1	Bacillus cereus	Scaffold	current	5500103	80	SAMN07598089	plant core	USA: NC		non_saline_candidate	
GCF_002575565.1	Bacillus cereus	Scaffold	current	5676291	103	SAMN07598063	plant	USA: NC	Soybean	non_saline_candidate	
GCF_002575635.1	Bacillus cereus	Scaffold	current	5329446	62	SAMN07598053	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002575795.1	Bacillus cereus	Scaffold	current	5757647	130	SAMN07598041	plant core	USA: NC		non_saline_candidate	
GCF_002576065.1	Bacillus cereus	Scaffold	current	5729173	122	SAMN07598013	plant core	USA: NC		non_saline_candidate	
GCF_002576165.1	Bacillus cereus	Scaffold	current	5500769	79	SAMN07597997	plant core	USA: NC		non_saline_candidate	
GCF_002576225.1	Bacillus cereus	Scaffold	current	5449410	69	SAMN07597994	plant core	USA: NC		non_saline_candidate	
GCF_002576265.1	Bacillus cereus	Scaffold	current	5951304	99	SAMN07597989	soil	USA: IA		non_saline_candidate	
GCF_002576445.1	Bacillus cereus	Scaffold	current	5731139	129	SAMN07597972	soil	USA: NY		non_saline_candidate	
GCF_002576465.1	Bacillus cereus	Scaffold	current	5927765	79	SAMN07597970	plant core	USA: NC		non_saline_candidate	
GCF_002576595.1	Bacillus cereus	Scaffold	current	5676727	133	SAMN07598055	soil	USA: NY		non_saline_candidate	
GCF_002576695.1	Bacillus cereus	Scaffold	current	5770844	100	SAMN07598033	plant core	USA: NC		non_saline_candidate	
GCF_002576865.1	Bacillus cereus	Scaffold	current	5759881	116	SAMN07598008	plant	USA: NC		non_saline_candidate	
GCF_002577115.1	Bacillus cereus	Scaffold	current	5629254	58	SAMN07597955	plant core	USA: NC		non_saline_candidate	
GCF_002577285.1	Bacillus cereus	Scaffold	current	6084381	102	SAMN07597947	root	USA: MO	Soybean	non_saline_candidate	
GCF_002577335.1	Bacillus cereus	Scaffold	current	5680413	89	SAMN07597944	plant core	USA: NC		non_saline_candidate	
GCF_002577405.1	Bacillus cereus	Scaffold	current	5012122	62	SAMN07597937	plant	USA: NC	Tomato	non_saline_candidate	
GCF_002577415.1	Bacillus cereus	Scaffold	current	5986372	85	SAMN07597938	plant core	USA: NC		non_saline_candidate	
GCF_002577895.1	Bacillus cereus	Scaffold	current	5887253	106	SAMN07597914	soil	USA: NY		non_saline_candidate	
GCF_002578325.1	Bacillus cereus	Scaffold	current	6019010	126	SAMN07597899	soil	USA: NC		non_saline_candidate	
GCF_002578425.1	Bacillus cereus	Scaffold	current	5789032	113	SAMN07597910	plant core	USA: NC		non_saline_candidate	
GCF_002578545.1	Bacillus cereus	Scaffold	current	6140580	129	SAMN07597908	soil	USA: NY		non_saline_candidate	
GCF_002578565.1	Bacillus cereus	Scaffold	current	5825733	120	SAMN07597903	plant core	USA: NC		non_saline_candidate	
GCF_002579585.1	Bacillus cereus	Scaffold	current	6433760	187	SAMN07598167	soil	USA: NY		non_saline_candidate	
GCF_002582445.1	Bacillus cereus	Scaffold	current	6010834	116	SAMN07597888	soil	USA: IA		non_saline_candidate	
GCF_002582935.1	Bacillus cereus	Scaffold	current	5759971	103	SAMN07597854	soil	USA: NC		non_saline_candidate	
GCF_002583305.1	Bacillus cereus	Scaffold	current	5294703	57	SAMN07597798	plant core	USA: NC		non_saline_candidate	
GCF_002583535.1	Bacillus cereus	Scaffold	current	6184419	124	SAMN07597791	root	USA: MN	Soybean	non_saline_candidate	
GCF_002584305.1	Bacillus cereus	Scaffold	current	5627186	61	SAMN07597857	plant core	USA: NC		non_saline_candidate	
GCF_002584765.1	Bacillus cereus	Scaffold	current	5740159	69	SAMN07597807	plant core	USA: NC		non_saline_candidate	
GCF_002585595.1	Bacillus cereus	Scaffold	current	6030816	90	SAMN07597866	plant core	USA: NC		non_saline_candidate	
GCF_002585695.1	Bacillus cereus	Scaffold	current	5270486	109	SAMN07597849	plant	USA: NC	Oats	non_saline_candidate	
GCF_002585905.1	Bacillus cereus	Scaffold	current	5424615	120	SAMN07597815	plant core	USA: NC		non_saline_candidate	
GCF_002586285.1	Bacillus cereus	Scaffold	current	5974106	119	SAMN07597786	root	USA: MN	Soybean	non_saline_candidate	
GCF_003122725.1	Bacillus cereus	Scaffold	current	5746486	40	SAMN06337868	soil	Argentina: Cordoba, Oncativo		non_saline_candidate	
GCF_004006495.1	Bacillus cereus	Complete Genome	current	5466652	1	SAMN09652006		China	soil	non_saline_candidate	
GCF_006349715.2	Bacillus cereus	Complete Genome	current	5885310	3	SAMN11959879	root	Viet Nam	coffee	non_saline_candidate	
GCF_006349735.2	Bacillus cereus	Complete Genome	current	5751928	3	SAMN11960211	root	Viet Nam	black pepper plant	non_saline_candidate	
GCF_009497015.2	Bacillus cereus	Complete Genome	current	6347382	5	SAMN13111578	soil	Australia:Melbourne		non_saline_candidate	
GCF_011751555.1	Bacillus cereus	Scaffold	current	5946596	79	SAMN13865271	Soybean rhizosphere soil	China:hebei		non_saline_candidate	
GCF_013177495.2	Bacillus cereus	Complete Genome	current	5695148	3	SAMN14944756	soil	Namibia		non_saline_candidate	
GCF_013284455.2	Bacillus cereus	Complete Genome	current	5739795	4	SAMN15002822	soil from tomato plant roots	Viet Nam: Hoai Duc, Ha Noi		non_saline_candidate	
GCF_013284505.2	Bacillus cereus	Complete Genome	current	5740353	4	SAMN15005018	soil from tomato plant	Viet Nam: Hoai Duc, Ha Noi		non_saline_candidate	
GCF_015845375.1	Bacillus cereus	Scaffold	current	5896147	107	SAMN03654312	soil	Germany		non_saline_candidate	
GCF_018499925.1	Bacillus cereus	Scaffold	current	5693661	145	SAMN19094386	soil	India: Bangalore		non_saline_candidate	
GCF_019990665.1	Bacillus cereus	Scaffold	current	6217338	51	SAMN21354379	soil	South Africa: Msukaligwa, Sheepmoor Village		non_saline_candidate	
GCF_021390375.1	Bacillus cereus	Scaffold	current	5160849	73	SAMN24492647	soil and waste water	Iran		non_saline_candidate	
GCF_021391515.1	Bacillus cereus	Complete Genome	current	6548342	9	SAMN24303850	Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3	USA: Tennessee, Oak Ridge Reservation (ORR)		non_saline_candidate	
