Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_026787125.1	Bacillus altitudinis	Scaffold	current	3703009	92	SAMN25843195	soil	India		non_saline_candidate	
GCF_026787145.1	Bacillus altitudinis	Scaffold	current	3721078	37	SAMN25843193	soil	India		non_saline_candidate	
GCF_026787165.1	Bacillus altitudinis	Scaffold	current	3713340	55	SAMN25843194	soil	India		non_saline_candidate	
GCF_026787185.1	Bacillus altitudinis	Scaffold	current	3702871	54	SAMN25843192	soil	France		non_saline_candidate	
GCF_026787245.1	Bacillus altitudinis	Scaffold	current	3808571	91	SAMN25843188	soil	Greenland		non_saline_candidate	
GCF_026787255.1	Bacillus altitudinis	Scaffold	current	3701442	112	SAMN25843187	soil	Greenland		non_saline_candidate	
GCF_026787265.1	Bacillus altitudinis	Scaffold	current	3677418	150	SAMN25843189	soil	Greenland		non_saline_candidate	
GCF_026787325.1	Bacillus altitudinis	Scaffold	current	3798571	110	SAMN25843183	soil	Greenland		non_saline_candidate	
GCF_026787385.1	Bacillus altitudinis	Scaffold	current	3695084	252	SAMN25843181	soil	Canada		non_saline_candidate	
GCF_026787405.1	Bacillus altitudinis	Scaffold	current	3711755	62	SAMN25843180	soil	Canada		non_saline_candidate	
GCF_026787425.1	Bacillus altitudinis	Scaffold	current	3712844	59	SAMN25843178	sand	Greenland		uncertain	
GCF_026787465.1	Bacillus altitudinis	Scaffold	current	3938180	101	SAMN25843177	gut	France	bear	uncertain	
GCF_026787485.1	Bacillus altitudinis	Scaffold	current	3667121	187	SAMN25843184	soil	Greenland		non_saline_candidate	
GCF_026787505.1	Bacillus altitudinis	Scaffold	current	3721000	173	SAMN25843176		France	not collected	uncertain	
GCF_026787695.1	Bacillus altitudinis	Scaffold	current	3627103	244	SAMN25843165	soil	Grenada		non_saline_candidate	
GCF_026787745.1	Bacillus altitudinis	Scaffold	current	3719218	37	SAMN25843171	sand	France		uncertain	
GCF_026787755.1	Bacillus altitudinis	Scaffold	current	3866019	130	SAMN25843164	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_026787805.1	Bacillus altitudinis	Scaffold	current	3702556	84	SAMN25843160	soil	Cote d'Ivoire: Africa		non_saline_candidate	
GCF_026787845.1	Bacillus altitudinis	Scaffold	current	3699278	97	SAMN25843158	soil	Cote d'Ivoire: Africa		non_saline_candidate	
GCF_026787895.1	Bacillus altitudinis	Scaffold	current	3699463	72	SAMN25843157	soil	Cote d'Ivoire: Africa		non_saline_candidate	
GCF_026787935.1	Bacillus altitudinis	Scaffold	current	3826067	67	SAMN25843152		not collected	not collected	uncertain	
GCF_026787965.1	Bacillus altitudinis	Scaffold	current	3695096	45	SAMN25843151	soil	France: Paris		non_saline_candidate	
GCF_027215635.2	Bacillus altitudinis	Contig	current	3707106	15	SAMN32241506	soil	India: Assam, Jorhat		non_saline_candidate	
GCF_027568435.1	Bacillus altitudinis	Contig	current	3788883	17	SAMN30158603	feces	China	bat	exclude_review	feces
GCF_027594585.1	Bacillus altitudinis	Chromosome	current	3732726	16	SAMN23167353		India: Jorhat, Assam	missing	uncertain	
GCF_028462265.1	Bacillus altitudinis	Contig	current	3679170	14	SAMN32951883	lake sediments	China: Baiyangdian Lake		uncertain	
GCF_028462395.1	Bacillus albus	Scaffold	current	5843889	78	SAMN32946367	soil	not applicable		non_saline_candidate	
GCF_028550655.1	Bacillus altitudinis	Contig	current	3714140	13	SAMN32979494		USA: Miami, Florida		uncertain	
GCF_028821655.1	Bacillus altitudinis	Contig	current	3695387	21	SAMN33271202	stem	Brazil: Rio Grande do Sul	Oryza sativa	uncertain	
GCF_029478555.1	Bacillus altitudinis	Contig	current	3756051	41	SAMN10986348		Norway	bivalve	uncertain	
GCF_029537175.1	Bacillus altitudinis	Complete Genome	current	3853736	3	SAMN33591690	cleanroom facility, TAS-I	Italy: Torino		uncertain	
GCF_029857335.1	Bacillus altitudinis	Chromosome	current	3890599	3	SAMN33591718	Kantong	Ghana: Navrongo site 3		uncertain	
GCF_029894105.1	Bacillus aerius	Contig	current	3899111	2	SAMN28058269	missing	USA: Russell, KS	not applicable	uncertain	
GCF_030011555.1	Bacillus altitudinis	Complete Genome	current	3950658	2	SAMN34046341	peat soil samples	Malaysia		non_saline_candidate	
GCF_030014895.1	Bacillus altitudinis	Contig	current	3823198	27	SAMN11394153		China: Haikou	papaya	uncertain	
GCF_030016235.1	Bacillus altitudinis	Contig	current	3862186	174	SAMN34995327		Slovenia: Domzale		uncertain	
GCF_030016265.1	Bacillus altitudinis	Contig	current	3844812	110	SAMN34995328		Slovenia: Domzale		uncertain	
GCF_030016475.1	Bacillus altitudinis	Contig	current	3817728	264	SAMN34995325		Slovenia: Domzale		uncertain	
GCF_030062305.1	Bacillus altitudinis	Contig	current	3762390	81	SAMN34894825	distribution water from treated drinking water production facilities	South Africa: North-West		uncertain	
GCF_030122945.1	Bacillus altitudinis	Complete Genome	current	3788886	1	SAMN34374919	marine or sediment	India: Kochi, Kerala		uncertain	
GCF_030123125.1	Bacillus altitudinis	Complete Genome	current	3797173	1	SAMN34374888	pine forrest soil between two spruce trees	Germany: near Munchenroda, Jena		non_saline_candidate	
GCF_030166595.1	Bacillus altitudinis	Complete Genome	current	3753708	1	SAMN34993435	"seed of Verticillium wilt-resistant Gossypium hirsutum cultivar ""Zhongzhimian No. 2"""	China:Beijing	Gossypium hirsutum	uncertain	
GCF_030271195.1	Bacillus altitudinis	Contig	current	3635805	16	SAMN35018848	soil	Morocco: Errachidia, Merzouga		non_saline_candidate	
GCF_030271235.1	Bacillus altitudinis	Scaffold	current	3634564	17	SAMN35018716	soil	Morocco: Marrakech		non_saline_candidate	
GCF_030291995.1	Bacillus altitudinis	Complete Genome	current	3919705	2	SAMN34374876	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030292135.1	Bacillus albus	Complete Genome	current	5889853	3	SAMN34375029	missing	China: Taizhou, Jiangsu Province		uncertain	
GCF_030348255.1	Bacillus altitudinis	Contig	current	3871190	5	SAMN34375046	marine	Denmark: Jyllinge harbor		uncertain	
GCF_030645085.1	Bacillus altitudinis	Complete Genome	current	3892599	1	SAMN36287552		Atlantic Ocean: Knipovich seamount	Geodia barretti	uncertain	
GCF_031199195.1	Bacillus aerius	Complete Genome	current	3506943	1	SAMN37196576	cell culture			uncertain	
GCF_031316515.1	Bacillus altitudinis	Contig	current	3702921	80	SAMN12236529	Missing	Missing		uncertain	
GCF_031854405.1	Bacillus altitudinis	Contig	current	3722046	38	SAMN37434491	mangrove soil	India: West Bengal, Sundarban,Jambu island		saline_candidate	mangrove
GCF_032928595.1	Bacillus altitudinis	Complete Genome	current	3887085	2	SAMN37801129	lettuce	China:Yunnan,Zhaotong		uncertain	
GCF_033790805.1	Bacillus altitudinis	Contig	current	3878955	30	SAMN29351849		Ireland: North Atlantic		uncertain	
GCF_034479815.1	Bacillus altitudinis	Complete Genome	current	3811169	1	SAMN38796482		China	Micropterus salmoides	uncertain	
GCF_035580465.1	Bacillus altitudinis	Complete Genome	current	3807059	1	SAMN38087916	soil	Spain: Madrid		non_saline_candidate	
GCF_035805135.1	Bacillus altitudinis	Scaffold	current	3832746	61	SAMN33940150	not collected	not collected		uncertain	
GCF_035807355.1	Bacillus altitudinis	Scaffold	current	3638085	18	SAMN33940699	Zea mays - seed	USA		uncertain	
GCF_035807555.1	Bacillus altitudinis	Scaffold	current	3691667	43	SAMN33940690	Zea may kernel	USA		uncertain	
GCF_035807595.1	Bacillus altitudinis	Scaffold	current	3691852	38	SAMN33940689	Zea may kernel	USA		uncertain	
GCF_035807855.1	Bacillus altitudinis	Scaffold	current	3762405	36	SAMN33940675	Phoenix spacecraft associated environments	USA		uncertain	
GCF_035807955.1	Bacillus altitudinis	Scaffold	current	3693394	21	SAMN33940671	Phoenix spacecraft associated environments	USA		uncertain	
GCF_035807995.1	Bacillus altitudinis	Scaffold	current	3704863	36	SAMN33940669	air	not collected		uncertain	
GCF_035808055.1	Bacillus altitudinis	Scaffold	current	3703019	47	SAMN33940663	not collected	not collected		uncertain	
GCF_035810515.1	Bacillus altitudinis	Scaffold	current	3705632	33	SAMN33940526	not collected	not collected		uncertain	
GCF_035812895.1	Bacillus altitudinis	Scaffold	current	3742151	128	SAMN33940405	wheat flour	not collected		uncertain	
GCF_035813535.1	Bacillus altitudinis	Scaffold	current	3769403	53	SAMN33940375	not collected	not collected		uncertain	
GCF_035823535.1	Bacillus altitudinis	Scaffold	current	3725038	77	SAMN33940709	soil	Canada		non_saline_candidate	
GCF_035823635.1	Bacillus altitudinis	Scaffold	current	3734265	99	SAMN33940705	soil	Grenada		non_saline_candidate	
GCF_036208325.1	Bacillus altitudinis	Scaffold	current	3756839	41	SAMN32927461	contaminant from specimen AP 147	not collected		uncertain	
GCF_036209065.1	Bacillus altitudinis	Scaffold	current	3796623	91	SAMN32927423	not collected	not collected		uncertain	
GCF_036211365.1	Bacillus altitudinis	Scaffold	current	3946813	170	SAMN32927306	soil	USA		non_saline_candidate	
GCF_036211405.1	Bacillus altitudinis	Scaffold	current	3827393	61	SAMN32927303	not collected	not collected		uncertain	
GCF_036211845.1	Bacillus altitudinis	Scaffold	current	3692887	43	SAMN32927280	diseased honeybee	not collected	Apis mellifera	uncertain	
GCF_036222045.1	Bacillus altitudinis	Scaffold	current	3739230	47	SAMN33941076	not collected	not collected		uncertain	
GCF_036287315.1	Bacillus albus	Complete Genome	current	5862124	4	SAMN39439834	soil	China: Shanxi		non_saline_candidate	
GCF_036348295.1	Bacillus altitudinis	Contig	current	3693039	45	SAMN37252655	roots	Tunisia: Mednine	Nicotana glauca	non_saline_candidate	
GCF_036348315.1	Bacillus altitudinis	Contig	current	3693680	48	SAMN37230675	roots	Tunisia: Mednine	Tetraena alba	non_saline_candidate	
GCF_036348375.1	Bacillus altitudinis	Contig	current	3696957	47	SAMN37919957	roots	Tunisia: Mednine	Tetraena alba	non_saline_candidate	
GCF_036351855.1	Bacillus altitudinis	Contig	current	3693926	44	SAMN37911287	leaves	Tunisia: Mednine	Tetraena alba	uncertain	
GCF_036351915.1	Bacillus altitudinis	Contig	current	3691887	36	SAMN38029050	roots	Tunisia: Mednine	Tetraena alba	non_saline_candidate	
GCF_036553745.1	Bacillus altitudinis	Scaffold	current	4011957	344	SAMN39251589	soil	India: salt farm of CSIR-CSMCRI, Bhavnagar, Gujrat	missing	saline_candidate	salt
GCF_036962605.1	Bacillus altitudinis	Scaffold	current	3717001	74	SAMN40001872	rhizoplane	USA: Ohio	soybean	uncertain	
GCF_036962825.1	Bacillus altitudinis	Contig	current	3656134	81	SAMN40001978	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036963585.1	Bacillus altitudinis	Scaffold	current	3656494	92	SAMN40001965	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036965705.1	Bacillus altitudinis	Scaffold	current	3516738	561	SAMN40001816	rhizoplane	USA: Illinois	soybean	uncertain	
GCF_036965725.1	Bacillus altitudinis	Scaffold	current	3763583	90	SAMN40001815	rhizoplane	USA: Illinois	soybean	uncertain	
GCF_036966305.1	Bacillus altitudinis	Scaffold	current	3709681	92	SAMN40001777	rhizoplane	USA: Nebraska	soybean	uncertain	
GCF_036966705.1	Bacillus altitudinis	Scaffold	current	3698823	53	SAMN40001721	emissingophyte	USA: Illinois	soybean	uncertain	
GCF_036966905.1	Bacillus altitudinis	Scaffold	current	3685164	170	SAMN40001740	rhizoplane	USA: Iowa	corn	uncertain	
GCF_036966965.1	Bacillus altitudinis	Scaffold	current	3615554	339	SAMN40001734	rhizoplane	USA: Nebraska	corn	uncertain	
GCF_037094765.1	Bacillus altitudinis	Complete Genome	current	3775200	1	SAMN40001743	emissingophyte	USA: Nebraska	corn	uncertain	
GCF_037094775.1	Bacillus altitudinis	Complete Genome	current	3789245	1	SAMN40001714	rhizoplane	USA: Illinois	soybean	uncertain	
GCF_037120745.1	Bacillus albus	Contig	current	6039072	81	SAMN40211128	water	China: Jinan		uncertain	
GCF_037120755.1	Bacillus albus	Contig	current	5720628	76	SAMN40211121	water	China: Jinan		uncertain	
GCF_037120765.1	Bacillus albus	Contig	current	5752234	68	SAMN40211124	water	China: Jinan		uncertain	
GCF_037120805.1	Bacillus albus	Contig	current	5728183	69	SAMN40211123	water	China: Jinan		uncertain	
GCF_037120815.1	Bacillus albus	Contig	current	5794119	59	SAMN40211122	water	China: Jinan		uncertain	
GCF_037120865.1	Bacillus albus	Contig	current	5956073	78	SAMN40211127	water	China: Jinan		uncertain	
GCF_037120875.1	Bacillus albus	Contig	current	5788072	79	SAMN40211118	water	China: Jinan		uncertain	
GCF_037120885.1	Bacillus albus	Contig	current	5743629	84	SAMN40211119	water	China: Jinan		uncertain	
GCF_037120965.1	Bacillus albus	Contig	current	6012608	67	SAMN40211125	water	China: Jinan		uncertain	
GCF_037121005.1	Bacillus albus	Contig	current	5847563	61	SAMN40211126	water	China: Jinan		uncertain	
GCF_037121085.1	Bacillus albus	Contig	current	6039164	79	SAMN40211120	water	China: Jinan		uncertain	
GCF_037144875.1	Bacillus altitudinis	Contig	current	3756695	44	SAMN37642934	mosquito	missing		uncertain	
GCF_037144935.1	Bacillus altitudinis	Contig	current	3714432	26	SAMN37642938	mosquito	missing		uncertain	
GCF_037454335.1	Bacillus altitudinis	Contig	current	3709372	24	SAMN31109462		Brazil: Sao Leopoldo		uncertain	
GCF_039581685.1	Bacillus aerius	Contig	current	3718211	16	SAMN41074328	dairy milk	Canada: Quebec	bovine	exclude_review	milk
GCF_039624015.1	Bacillus altitudinis	Complete Genome	current	3955013	4	SAMN38167988		South Korea:Jinju	Homo sapiens	uncertain	
GCF_039671235.1	Bacillus altitudinis	Complete Genome	current	3747098	1	SAMN41098486	seed	Taiwan: Taipei	Glycine max	uncertain	
GCF_039770005.1	Bacillus altitudinis	Scaffold	current	3805177	47	SAMN41431377	Meconium	India: Maharashtra	Homo sapiens	uncertain	
GCF_040105285.1	Bacillus albus	Contig	current	5656644	178	SAMN41663826	soil	India: Pune		non_saline_candidate	
GCF_040208295.1	Bacillus altitudinis	Complete Genome	current	3725439	2	SAMN41651216		China: hubei		uncertain	
GCF_040278645.1	Bacillus altitudinis	Contig	current	4028191	133	SAMN41778039	water sample of Ohuira Bay	Mexico: Ohuira Bay, Sinaloa		uncertain	
GCF_040278665.1	Bacillus altitudinis	Contig	current	3905694	123	SAMN41748971	pond	Mexico: Cuatro Cienegas Basin, Coahuila, Los Hundidos		uncertain	
GCF_040492265.1	Bacillus altitudinis	Contig	current	3660342	30	SAMN40001972	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_040492555.1	Bacillus altitudinis	Contig	current	3612224	108	SAMN40001828	emissingophyte	USA: Illinois	soybean	uncertain	
GCF_040492615.1	Bacillus altitudinis	Contig	current	3714742	131	SAMN40001814	rhizoplane	USA: Illinois	soybean	uncertain	
GCF_040676055.1	Bacillus aerius	Scaffold	current	3700076	33	SAMN37150076		Switzerland	Zea mays	uncertain	
GCF_040689675.1	Bacillus aerius	Contig	current	3830238	23	SAMN42341730		India	Homo sapiens	uncertain	
GCF_040716315.1	Bacillus altitudinis	Scaffold	current	3725829	13	SAMN36379393	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716335.1	Bacillus altitudinis	Scaffold	current	3676229	33	SAMN36379392	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716345.1	Bacillus altitudinis	Scaffold	current	3671005	16	SAMN36379391	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716355.1	Bacillus altitudinis	Scaffold	current	3763491	47	SAMN36379390	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716365.1	Bacillus altitudinis	Scaffold	current	3825304	13	SAMN36379389	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040796365.1	Bacillus altitudinis	Contig	current	3682949	34	SAMN42486123	air	Pakistan: Karachi		uncertain	
GCF_040970225.1	Bacillus aerius	Complete Genome	current	3688048	1	SAMN42772205	Massa Medicata Fermentata	China:Guangzhou		uncertain	
GCF_041106315.1	Bacillus altitudinis	Contig	current	3687539	14	SAMN43006598	Chili fruit	Mexico:Queretaro		uncertain	
GCF_042136375.2	Bacillus altaicus	Complete Genome	current	5397466	2	SAMN43771369	soil	Russia:Altai Republic		non_saline_candidate	
GCF_042137835.1	Bacillus albus	Contig	current	5762246	66	SAMN43781995	food: Sesame seeds	Switzerland		exclude_review	food
GCF_042260885.1	Bacillus altitudinis	Scaffold	current	3646490	43	SAMN43795586		China		uncertain	
GCF_042264505.1	Bacillus altitudinis	Scaffold	current	3653995	22	SAMN43787604		China		uncertain	
GCF_042264625.1	Bacillus altitudinis	Scaffold	current	3646776	22	SAMN43787607		China		uncertain	
GCF_042264665.1	Bacillus altitudinis	Scaffold	current	3647324	22	SAMN43787597		China		uncertain	
GCF_042266065.1	Bacillus altitudinis	Scaffold	current	3645096	23	SAMN43787623		China		uncertain	
GCF_042268635.1	Bacillus altitudinis	Scaffold	current	3770176	28	SAMN43787703		China		uncertain	
GCF_042269065.1	Bacillus altitudinis	Scaffold	current	3675238	36	SAMN43787700		China		uncertain	
GCF_042270965.1	Bacillus altitudinis	Scaffold	current	3649658	23	SAMN43787454		China		uncertain	
GCF_042668145.1	Bacillus altitudinis	Scaffold	current	3642638	82	SAMN43796343		China		uncertain	
GCF_042717295.1	Bacillus altitudinis	Scaffold	current	3751186	16	SAMN43797331		China		uncertain	
GCF_042729185.1	Bacillus altitudinis	Scaffold	current	3675729	33	SAMN43798431		not applicable		uncertain	
GCF_042741975.1	Bacillus altitudinis	Scaffold	current	3810526	85	SAMN43797595		China		uncertain	
GCF_042742135.1	Bacillus altitudinis	Scaffold	current	3709961	18	SAMN43797569		China		uncertain	
GCF_042742595.1	Bacillus altitudinis	Scaffold	current	3726113	85	SAMN43797586		China		uncertain	
GCF_042742615.1	Bacillus altitudinis	Contig	current	3689178	47	SAMN43797556		China		uncertain	
GCF_042788985.1	Bacillus altitudinis	Scaffold	current	3649650	28	SAMN43795966		China		uncertain	
GCF_042789075.1	Bacillus altitudinis	Scaffold	current	3651103	21	SAMN43795965		China		uncertain	
GCF_042789745.1	Bacillus altitudinis	Scaffold	current	3704608	18	SAMN43795937		China		uncertain	
GCF_042885975.1	Bacillus altitudinis	Scaffold	current	3715007	17	SAMN43796861		China		uncertain	
GCF_043360875.1	Bacillus altitudinis	Contig	current	3788693	28	SAMN44191285	brackish water sample	Viet Nam: Thua Thien Hue		uncertain	
GCF_043421875.1	Bacillus altitudinis	Contig	current	3679544	18	SAMN32650258	Sediments in Litoditis marina habitat	China: Qingdao		uncertain	
GCF_043642065.1	Bacillus altitudinis	Contig	current	3679544	18	SAMN43783649	Huiquan Bay, Qingdao	China: Qingdao	Litoditis marina	uncertain	
GCF_044542295.1	Bacillus altitudinis	Scaffold	current	3646319	23	SAMN43996876		not applicable		uncertain	
