Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_037975425.1	Bacillus sp. FSL R5-0416	Complete Genome	current	4224985	1	SAMN30469890	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_037975435.1	Bacillus sp. FSL P4-0290	Complete Genome	current	4194708	1	SAMN26232377	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975455.1	Bacillus sp. FSL M8-0071	Complete Genome	current	4118798	1	SAMN26232370	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975465.1	Bacillus sp. FSL M8-0054	Complete Genome	current	4110232	1	SAMN26232368	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975475.1	Bacillus sp. FSL M8-0025	Complete Genome	current	4071253	1	SAMN26232367	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975945.1	Bacillus sp. FSL K6-0998	Complete Genome	current	4301904	1	SAMN26232366	milk powder	not applicable	not applicable	exclude_review	milk
GCF_037976035.1	Bacillus sp. FSL K6-0972	Complete Genome	current	4397037	1	SAMN26232365	milk powder	not applicable	not applicable	exclude_review	milk
GCF_037976065.1	Bacillus sp. FSL L8-0193	Complete Genome	current	4329909	1	SAMN25893986	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038000225.1	Bacillus sp. FSL K6-1005	Contig	current	4025542	3	SAMN29228828	food ingredient	not applicable	not applicable	exclude_review	food
GCF_038002425.1	Bacillus sp. FSL R7-0685	Contig	current	4149838	2	SAMN26232392	spore- shocked raw milk (80C for 12 min)	not applicable	not applicable	exclude_review	milk
GCF_038002445.1	Bacillus sp. FSL L8-0186	Contig	current	4198071	2	SAMN25893985	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038002465.1	Bacillus sp. FSL W7-1092	Contig	current	4077021	3	SAMN30469901	food, in process	not applicable	not applicable	exclude_review	food
GCF_038002485.1	Bacillus sp. FSL K6-5915	Contig	current	4245324	5	SAMN25893975	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038002605.1	Bacillus sp. FSL K6-3431	Contig	current	5495128	2	SAMN25893966	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038002645.1	Bacillus sp. FSL K6-0764	Contig	current	4186018	2	SAMN25893918	individual cow milk	not applicable	not applicable	exclude_review	milk
GCF_038002885.1	Bacillus sp. FSL E2-0174	Contig	current	4191713	2	SAMN25893825	cheese whey	not applicable	not applicable	exclude_review	cheese
GCF_038002925.1	Bacillus sp. FSL R7-0642	Contig	current	5618569	3	SAMN26232388	spore- shocked raw milk (80C for 12 min)	not applicable	not applicable	exclude_review	milk
GCF_038002985.1	Bacillus sp. FSL R5-0431	Contig	current	3676402	2	SAMN26232382	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038003005.1	Bacillus sp. FSL R5-0418	Contig	current	4140532	3	SAMN30469891	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038003245.1	Bacillus sp. FSL M7-0558	Contig	current	3739543	2	SAMN25893999	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038003305.1	Bacillus sp. FSL K6-3459	Contig	current	3703681	2	SAMN25893968	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038003325.1	Bacillus sp. FSL K6-3176	Contig	current	3767001	2	SAMN25893959	milk powder	not applicable	not applicable	exclude_review	milk
GCF_038003405.1	Bacillus sp. FSL K6-2822	Contig	current	5653189	3	SAMN25893944	Laboratory Pasteurization	not applicable	not applicable	exclude_review	laboratory
GCF_038003645.1	Bacillus sp. FSL E2-0195	Contig	current	6001025	4	SAMN25893829	milk powder	not applicable	not applicable	exclude_review	milk
GCF_038003905.1	Bacillus sp. FSL H7-0353	Contig	current	5699621	2	SAMN29228822	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038003925.1	Bacillus sp. EU62	Contig	current	4025310	4	SAMN29228820	food	not applicable	not applicable	exclude_review	food
GCF_038003985.1	Bacillus sp. FSL W8-0940	Contig	current	4799484	2	SAMN29228790	food, in process	not applicable	not applicable	exclude_review	food
GCF_038004045.1	Bacillus sp. FSL W8-0672	Contig	current	3757028	10	SAMN29228780	food, in process	not applicable	not applicable	exclude_review	food
GCF_038004125.1	Bacillus sp. FSL L8-0222	Contig	current	4119996	3	SAMN30469920	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038004185.1	Bacillus sp. FSL R7-0718	Contig	current	4297846	2	SAMN26232531	spore- shocked raw milk (80C for 12 min)	not applicable	not applicable	exclude_review	milk
GCF_038004365.1	Bacillus sp. FSL R7-0229	Contig	current	3772564	3	SAMN29228714	food	not applicable	not applicable	exclude_review	food
GCF_038004545.1	Bacillus sp. FSL R5-0585	Contig	current	5679555	6	SAMN26232453	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038004745.1	Bacillus sp. FSL R5-0434	Contig	current	4167419	2	SAMN30469892	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038004765.1	Bacillus sp. FSL R5-0576	Contig	current	4068115	3	SAMN30469896	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038004785.1	Bacillus sp. FSL R5-0709	Contig	current	5308775	2	SAMN26232386	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038004825.1	Bacillus sp. FSL P4-0334	Contig	current	4198521	6	SAMN29228672	food, in process	not applicable	not applicable	exclude_review	food
GCF_038004845.1	Bacillus sp. FSL M8-0052	Contig	current	4462166	2	SAMN30670319	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038004865.1	Bacillus sp. FSL P2-0092	Contig	current	3754556	3	SAMN26232374	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038004925.1	Bacillus sp. FSL M7-1004	Contig	current	4375480	2	SAMN25894005	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038004985.1	Bacillus sp. FSL M7-0417	Contig	current	4247501	2	SAMN25893998	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005005.1	Bacillus sp. FSL L8-0533	Contig	current	3717111	2	SAMN25893990	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005025.1	Bacillus sp. FSL L8-0642	Contig	current	5650328	2	SAMN25893991	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005045.1	Bacillus sp. FSL K6-3458	Contig	current	3853153	3	SAMN25893967	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005065.1	Bacillus sp. FSL L8-0173	Contig	current	4092964	5	SAMN30469887	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005085.1	Bacillus sp. FSL K6-3221	Contig	current	3668297	5	SAMN25893964	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005305.1	Bacillus sp. FSL K6-0036	Contig	current	4257904	4	SAMN25893871	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005465.1	Bacillus sp. FSL K6-0067	Contig	current	6182684	19	SAMN25893878	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005545.1	Bacillus sp. FSL M8-0063	Contig	current	5683898	13	SAMN26232369	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005585.1	Bacillus sp. FSL W8-0519	Contig	current	5878856	6	SAMN29228776	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038005705.1	Bacillus sp. FSL L8-0199	Contig	current	6832454	8	SAMN29228768	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005745.1	Bacillus sp. FSL K6-0273	Contig	current	6392626	11	SAMN30469919	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005765.1	Bacillus sp. FSL M8-0256	Contig	current	4042053	5	SAMN29228730	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005825.1	Bacillus sp. FSL K6-0040	Contig	current	6180592	9	SAMN25893872	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038005865.1	Bacillus sp. FSL L8-0098	Contig	current	6327262	7	SAMN25893979	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038005925.1	Bacillus sp. EU55	Contig	current	4284652	2	SAMN30469934	food	not applicable	not applicable	exclude_review	food
GCF_038006025.1	Bacillus sp. FSL M8-0139	Contig	current	6027088	10	SAMN26232416	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038006065.1	Bacillus sp. FSL L8-0287	Contig	current	6352255	8	SAMN30566023	food, pre-processed	not applicable	not applicable	exclude_review	food
GCF_038006085.1	Bacillus sp. FSL K6-0073	Contig	current	7024183	8	SAMN25893880	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038006105.1	Bacillus sp. FSL H8-0545	Contig	current	5624799	8	SAMN25893868	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038006125.1	Bacillus sp. FSL R10-2780	Contig	current	5417395	8	SAMN29228812	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038006165.1	Bacillus sp. FSL W8-1202	Contig	current	4283826	9	SAMN29228801	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038006365.1	Bacillus sp. FSL L8-0152	Contig	current	6307743	8	SAMN25893982	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038006385.1	Bacillus sp. FSL L8-0099	Contig	current	6327089	7	SAMN25893980	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038006505.1	Bacillus sp. EU53	Contig	current	5744453	6	SAMN29228818	food	not applicable	not applicable	exclude_review	food
GCF_038006625.1	Bacillus sp. FSL R7-0177	Contig	current	5702547	11	SAMN26232474	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038006685.1	Bacillus sp. FSL K6-0042	Contig	current	5429515	8	SAMN25893873	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038006705.1	Bacillus sp. FSL M7-0110	Contig	current	5843561	6	SAMN25893995	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038006725.1	Bacillus sp. FSL W8-1127	Contig	current	3598195	5	SAMN29228862	food, in process	not applicable	not applicable	exclude_review	food
GCF_038006805.1	Bacillus sp. FSL W8-0223	Contig	current	3659287	4	SAMN29228747	food, in process	not applicable	not applicable	exclude_review	food
GCF_038006825.1	Bacillus sp. FSL W8-0183	Contig	current	3976705	3	SAMN29228720	food, in process	not applicable	not applicable	exclude_review	food
GCF_038006925.1	Bacillus sp. FSL M7-0996	Contig	current	5788293	5	SAMN25894004	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038006985.1	Bacillus sp. FSL M7-1345	Contig	current	5022968	3	SAMN25894007	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038007425.1	Bacillus sp. FSL R5-0677	Contig	current	5727849	4	SAMN26232384	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038007445.1	Bacillus sp. FSL P2-0099	Contig	current	5936523	3	SAMN26232375	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038007485.1	Bacillus sp. FSL K6-3312	Contig	current	3989438	4	SAMN25893965	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038007505.1	Bacillus sp. FSL L8-0315	Contig	current	5733448	10	SAMN25893988	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038007545.1	Bacillus sp. FSL K6-6540	Contig	current	8985282	4	SAMN25893978	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038007585.1	Bacillus sp. FSL H8-0515	Contig	current	4179764	9	SAMN25893862	individual cow milk	not applicable	not applicable	exclude_review	milk
GCF_038007665.1	Bacillus sp. CH_203	Contig	current	5651618	4	SAMN30693206	dairy, dehydrated food	not applicable	not applicable	exclude_review	food
GCF_038007765.1	Bacillus sp. FSL L8-0637	Contig	current	5329680	4	SAMN29228905	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038007785.1	Bacillus sp. FSL K6-0069	Contig	current	5653011	5	SAMN25893879	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038007805.1	Bacillus sp. FSL W8-0848	Contig	current	4394960	3	SAMN29228786	food, in process	not applicable	not applicable	exclude_review	food
GCF_038007845.1	Bacillus sp. FSL R9-6406	Contig	current	5489359	5	SAMN30693196	prepared food	not applicable	not applicable	exclude_review	food
GCF_038007885.1	Bacillus sp. FSL R10-2789	Contig	current	5750824	4	SAMN29228814	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038007905.1	Bacillus sp. FSL W8-0645	Contig	current	3852114	4	SAMN29228779	food, in process	not applicable	not applicable	exclude_review	food
GCF_038008185.1	Bacillus sp. FSL M7-0884	Contig	current	5524112	4	SAMN25894003	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038008365.1	Bacillus sp. FSL K6-0043	Contig	current	5800625	4	SAMN25893874	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038008665.1	Bacillus sp. FSL R10-2201	Contig	current	5344323	2	SAMN29228809	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038008705.1	Bacillus sp. FSL W8-0770	Contig	current	5800466	3	SAMN29228783	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038008745.1	Bacillus sp. FSL R5-0654	Contig	current	3833286	2	SAMN29228741	food	not applicable	not applicable	exclude_review	food
GCF_038008785.1	Bacillus sp. FSL R5-0659	Contig	current	3737194	3	SAMN29228742	food	not applicable	not applicable	exclude_review	food
GCF_038008805.1	Bacillus sp. FSL R5-0439	Contig	current	3731136	2	SAMN29228738	food	not applicable	not applicable	exclude_review	food
GCF_038008825.1	Bacillus sp. FSL M8-0166	Contig	current	3747393	4	SAMN29228727	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038008905.1	Bacillus sp. FSL W8-0006	Contig	current	3720103	2	SAMN29228719	food ingredient	not applicable	not applicable	exclude_review	food
GCF_038008925.1	Bacillus sp. FSL R5-0586	Contig	current	3743214	2	SAMN29228711	food	not applicable	not applicable	exclude_review	food
GCF_038008935.1	Bacillus sp. FSL R7-0166	Contig	current	3729873	2	SAMN29228713	food	not applicable	not applicable	exclude_review	food
GCF_038008945.1	Bacillus sp. FSL M8-0326	Contig	current	3881245	2	SAMN29228709	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038050235.1	Bacillus sp. FSL W8-0445	Contig	current	4402517	4	SAMN29228773	food, in process	not applicable	not applicable	exclude_review	food
GCF_038050255.1	Bacillus sp. FSL M8-0077	Contig	current	3938483	2	SAMN29228708	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038050295.1	Bacillus sp. FSL R5-0603	Contig	current	4118682	3	SAMN30469898	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038050355.1	Bacillus sp. FSL M8-0168	Contig	current	4718637	3	SAMN26232417	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038050415.1	Bacillus sp. FSL M7-1020	Contig	current	6094121	12	SAMN25894006	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038050455.1	Bacillus sp. FSL K6-6038	Contig	current	5627865	9	SAMN29228767	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038592915.1	Bacillus sp. EU63	Complete Genome	current	4026131	1	SAMN30469935	food	not applicable	not applicable	exclude_review	food
GCF_038593065.1	Bacillus sp. FSL P2-0026	Complete Genome	current	4401844	1	SAMN26232428	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038593085.1	Bacillus sp. FSL L8-0528	Complete Genome	current	4275685	1	SAMN25893989	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038593095.1	Bacillus sp. FSL L8-0358	Complete Genome	current	4101370	1	SAMN30469889	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038593175.1	Bacillus sp. FSL K6-1006	Complete Genome	current	3758626	1	SAMN29228829	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_038593205.1	Bacillus sp. FSL W8-1141	Complete Genome	current	3810398	1	SAMN29228798	food, in process	not applicable	not applicable	exclude_review	food
GCF_038593215.1	Bacillus sp. FSL W8-0920	Complete Genome	current	3814701	1	SAMN29228788	food, in process	not applicable	not applicable	exclude_review	food
GCF_038593225.1	Bacillus sp. FSL W8-0629	Complete Genome	current	3796011	1	SAMN29228778	food ingredient	not applicable	not applicable	exclude_review	food
GCF_038593235.1	Bacillus sp. FSL W8-0502	Complete Genome	current	3726907	1	SAMN29228774	food ingredient	not applicable	not applicable	exclude_review	food
GCF_038593255.1	Bacillus sp. FSL L8-0215	Complete Genome	current	3742241	1	SAMN29228769	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038593285.1	Bacillus sp. FSL R5-0712	Complete Genome	current	3833489	1	SAMN29228743	food	not applicable	not applicable	exclude_review	food
GCF_038593295.1	Bacillus sp. FSL R5-0512	Complete Genome	current	3683885	1	SAMN29228739	food	not applicable	not applicable	exclude_review	food
GCF_038593305.1	Bacillus sp. FSL P4-0248	Complete Genome	current	3694522	1	SAMN29228734	food, in process	not applicable	not applicable	exclude_review	food
GCF_038593315.1	Bacillus sp. FSL P2-0069	Complete Genome	current	3665757	1	SAMN29228733	food, in process	not applicable	not applicable	exclude_review	food
GCF_038593345.1	Bacillus sp. FSL M8-0350	Complete Genome	current	3837677	1	SAMN29228731	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038593355.1	Bacillus sp. FSL M8-0049	Complete Genome	current	3670487	1	SAMN29228725	raw milk	not applicable	not applicable	exclude_review	milk
GCF_038593365.1	Bacillus sp. FSL W7-1034	Complete Genome	current	3766524	1	SAMN29228716	food, in process	not applicable	not applicable	exclude_review	food
GCF_038593375.1	Bacillus sp. FSL R7-0651	Complete Genome	current	3949224	1	SAMN29228715	food, in process	not applicable	not applicable	exclude_review	food
GCF_038593385.1	Bacillus sp. FSL R5-0820	Complete Genome	current	3694909	1	SAMN29228712	food	not applicable	not applicable	exclude_review	food
GCF_038593395.1	Bacillus sp. FSL R5-0397	Complete Genome	current	3707785	1	SAMN29228710	food	not applicable	not applicable	exclude_review	food
GCF_038595025.1	Bacillus sp. FSL K6-8391	Complete Genome	current	4255050	1	SAMN30469914	food ingredient	not applicable	not applicable	exclude_review	food
GCF_038595035.1	Bacillus sp. FSL W7-1085	Complete Genome	current	3814036	1	SAMN26232497	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038599185.1	Bacillus sp. FSL R7-0675	Complete Genome	current	3949713	1	SAMN26232391	spore- shocked raw milk (80C for 12 min)	not applicable	not applicable	exclude_review	milk
GCF_038601465.1	Bacillus sp. FSL R7-0672	Complete Genome	current	3719682	1	SAMN26232390	spore- shocked raw milk (80C for 12 min)	not applicable	not applicable	exclude_review	milk
GCF_038606125.1	Bacillus sp. FSL R5-0447	Complete Genome	current	4302534	1	SAMN30469894	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038608285.1	Bacillus sp. FSL R5-0443	Complete Genome	current	4212748	1	SAMN30469893	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038610765.1	Bacillus sp. FSL R5-0422	Complete Genome	current	3641587	1	SAMN26232380	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_038613425.1	Bacillus sp. FSL M8-0266	Complete Genome	current	3815734	1	SAMN26232372	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038627085.1	Bacillus sp. FSL M7-0791	Complete Genome	current	3667190	1	SAMN25894001	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038627835.1	Bacillus sp. FSL M7-0307	Complete Genome	current	3765831	1	SAMN25893996	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038628485.1	Bacillus sp. FSL M7-0003	Complete Genome	current	3727000	1	SAMN25893994	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038629295.1	Bacillus sp. FSL L8-0661	Complete Genome	current	3772600	1	SAMN25893993	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038629965.1	Bacillus sp. FSL L8-0654	Complete Genome	current	3736362	1	SAMN25893992	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038630295.1	Bacillus sp. FSL L8-0167	Complete Genome	current	3701108	1	SAMN25893983	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038630405.1	Bacillus sp. FSL K6-4563	Complete Genome	current	3725535	1	SAMN25893973	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038630485.1	Bacillus sp. FSL K6-3200	Complete Genome	current	3651431	1	SAMN25893962	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_038630725.1	Bacillus sp. FSL K6-2861	Complete Genome	current	4189582	1	SAMN30469885	food ingredient	not applicable	not applicable	exclude_review	food
GCF_038630765.1	Bacillus sp. FSL K6-1033	Complete Genome	current	3723291	1	SAMN25893925	nonfat dry milk powder (NDMP)	not applicable	not applicable	exclude_review	milk
GCF_038630785.1	Bacillus sp. FSL K6-1000	Complete Genome	current	3764816	1	SAMN25893924	nonfat dry milk powder (NDMP)	not applicable	not applicable	exclude_review	milk
GCF_038630815.1	Bacillus sp. FSL K6-0994	Complete Genome	current	3730071	1	SAMN25893923	nonfat dry milk powder (NDMP)	not applicable	not applicable	exclude_review	milk
GCF_038630935.1	Bacillus sp. FSL K6-0046	Complete Genome	current	3391121	1	SAMN25893875	raw milk	not applicable	not applicable	exclude_review	milk
GCF_040311405.1	Bacillus sp. FSL K6-2865	Complete Genome	current	4136039	1	SAMN30469886	food ingredient	not applicable	not applicable	exclude_review	food
GCF_053762545.1	Bacillus sp. ESY73	Contig	current	3694949	24	SAMN52659786	Duke University Hospital - patient room sink	USA: North Carolina		exclude_review	hospital;patient
GCF_053762645.1	Bacillus sp. ESY92	Contig	current	3694989	24	SAMN52659789	Duke University Hospital - patient room sink	USA: North Carolina		exclude_review	hospital;patient
GCF_001940445.1	Bacillus sp. MB366	Scaffold	current	5318145	179	SAMN06134554	industrial effluent	Pakistan		exclude_review	industrial
GCF_002211135.1	Bacillus sp. MB353a	Contig	current	5489947	170	SAMN06163041	industrial effluent	Pakistan		exclude_review	industrial
GCF_002843505.1	Bacillus sp. SJ-10	Complete Genome	current	4041647	1	SAMN08150386	jeotgal (Korean fermented food)	not applicable		exclude_review	food
GCF_003717485.1	Bacillus sp. TYF-LIM-B05	Scaffold	current	4479894	13	SAMN09930411	Shanxi aged vinegar fermentation process	China:Shanxi Province		exclude_review	fermentation
GCF_011008975.1	Bacillus sp. LUNF1	Complete Genome	current	3980777	1	SAMN14103702	Industrial wastewater-contaminated soils	China:Langfang		exclude_review	industrial
GCF_016820555.1	Bacillus sp. REN10	Scaffold	current	3459815	55	SAMN16580016	pit mud of baijiu fermentation	China: Szechuan		exclude_review	fermentation
GCF_017912555.1	Bacillus sp. REN3	Scaffold	current	4357513	104	SAMN17277740	Pit mud of baijiu fermentation	China: Szechuan		exclude_review	fermentation
GCF_019793555.1	Bacillus sp. SPARC3	Contig	current	4087210	25	SAMN19473678	feces	Pakistan: Islamabad	Animal	exclude_review	feces
GCF_020075515.1	Bacillus sp. KS1	Contig	current	3842468	27	SAMN15355466	feces	India: Himachal Pradesh	Homo sapiens	exclude_review	feces
GCF_032401745.1	Bacillus sp. SI2	Complete Genome	current	5337448	1	SAMN37521446		Pakistan: KPK Hattar Industrial Estate		exclude_review	industrial
GCF_052116905.1	Bacillus sp. LCP25S3_G1	Contig	current	5812940	70	SAMN48950877	feces	United Kingdom:Wincherster	Sus scrofa domesticus	exclude_review	feces
GCF_964209635.1	Bacillus sp. SH8-8	Contig	current	6006076	67	SAMEA115875271	wound swab	Tanzania	Homo sapiens	exclude_review	wound
GCF_965111945.1	Bacillus sp. Marseille-Q7846	Contig	current	5720645	15	SAMEA117399863	Clinical microbiology	France		exclude_review	clinical
GCF_000789295.1	Bacillus subtilis	Complete Genome	current	4215367	1	SAMN03222590	laboratory strain	USA		exclude_review	laboratory
GCF_001619555.1	Bacillus subtilis	Scaffold	current	4565625	38	SAMN04100265	food	Netherlands		exclude_review	food
GCF_002269175.1	Bacillus subtilis	Complete Genome	current	4014255	1	SAMN07482639	Traditional fermented food in Korea	South Korea: Choongnam, Cheonan	soybean	exclude_review	food
GCF_002269195.1	Bacillus subtilis	Complete Genome	current	4196031	1	SAMN07482641	Traditional fermented food in Korea	South Korea: Choongnam, Cheonan	soybean	exclude_review	food
GCF_003174785.1	Bacillus subtilis	Contig	current	4149239	35	SAMN09241895	fermentation product	China		exclude_review	fermentation
GCF_003710285.1	Bacillus subtilis	Contig	current	4048984	34	SAMN10246063	fermented food	India:Hyderabad		exclude_review	food
GCF_004101345.1	Bacillus subtilis	Complete Genome	current	4133206	1	SAMN10742270	food	South Korea		exclude_review	food
GCF_004101365.1	Bacillus subtilis	Complete Genome	current	4206125	1	SAMN10742278	food	South Korea		exclude_review	food
GCF_004101405.1	Bacillus subtilis	Complete Genome	current	4113808	1	SAMN10742280	food	South Korea		exclude_review	food
GCF_004101425.1	Bacillus subtilis	Complete Genome	current	4136114	1	SAMN10742282	food	South Korea		exclude_review	food
GCF_004101445.1	Bacillus subtilis	Complete Genome	current	4147136	1	SAMN10742284	food	South Korea		exclude_review	food
GCF_004101465.1	Bacillus subtilis	Complete Genome	current	4111350	1	SAMN10742484	food	South Korea		exclude_review	food
GCF_004101485.1	Bacillus subtilis	Complete Genome	current	4058528	1	SAMN10743274	food	South Korea		exclude_review	food
GCF_004101565.1	Bacillus subtilis	Complete Genome	current	4105116	2	SAMN10743314	food	South Korea		exclude_review	food
GCF_004103535.1	Bacillus subtilis	Complete Genome	current	4215632	2	SAMN10754103	food	South Korea		exclude_review	food
GCF_004103555.1	Bacillus subtilis	Complete Genome	current	4051556	1	SAMN10754253	food	South Korea		exclude_review	food
GCF_004103595.1	Bacillus subtilis	Complete Genome	current	4133685	1	SAMN10754256	food	South Korea		exclude_review	food
GCF_004119175.1	Bacillus subtilis	Contig	current	4462859	4	SAMN10796448	food	South Korea		exclude_review	food
GCF_004119535.1	Bacillus subtilis	Complete Genome	current	4123786	2	SAMN10790858	food	South Korea		exclude_review	food
GCF_004119555.1	Bacillus subtilis	Complete Genome	current	4110403	1	SAMN10790856	food	South Korea		exclude_review	food
GCF_004119595.1	Bacillus subtilis	Complete Genome	current	4035212	1	SAMN10790860	food	South Korea		exclude_review	food
